event_id,queen_id,season_id,episode_id,event_type,decided_by_queen_id,notes,farewell
E0320,Q0517,FR02,FR02E08,eliminated,-,-,"""Vous voulez un message ? Regardez à nouveau l'épisode 4 ! Merci la vie ❤️ Merci mes sœurs ❤️ Merci Drag Race France ❤️ A jamais votre Piche ❤️"""
E0321,Q0515,FR02,FR02E09,eliminated,-,-,-
E0322,Q0516,FR02,FR02E09,eliminated,-,-,-
E0323,Q0519,FR02,FR02E06,withdrew,-,-,-
E0324,Q0533,FR03,FR03E01,eliminated,-,-,"""À jamais sœurs, l'amour c'est beau. ❤"""
E0325,Q0532,FR03,FR03E02,eliminated,-,-,"""Gros Love. Vous pourrez enfin être belles sans moi à côté. Besos, Magnetica. ❤️"""
E0326,Q0531,FR03,FR03E03,eliminated,-,-,"""Vous êtes ma famille à jamais. 💋 ENoire"""
E0327,Q0530,FR03,FR03E05,eliminated,-,-,"""Continuez de rendre cette saison HISTORIQUE. Love NB"""
E0328,Q0529,FR03,FR03E06,eliminated,-,-,"""Je vous adore, donnez tout, mon amourch. ❤ Love U 💋"""
E0329,Q0528,FR03,FR03E07,eliminated,-,-,"""La plus intelligente est partie. ❤💋"""
E0330,Q0526,FR03,FR03E08,eliminated,-,-,-
E0331,Q0527,FR03,FR03E08,eliminated,-,-,-
E0332,Q0532,FRAS01,FRAS01E02,eliminated,-,-,"""Cette étoile ne s'éteindra jamais ! Love, Magnetica ❤️"""
E0333,Q0396,FRAS01,FRAS01E03,eliminated,-,-,"""ALL STARS 4 EVER 💋"""
E0334,Q0516,FRAS01,FRAS01E04,eliminated,-,-,"""Une saison Punaniconique ♡ PS: Mami, je sais où tu habites"""
E0335,Q0508,FRAS01,FRAS01E05,eliminated,-,-,"""🖐🖐 BON COURAGE 🖐 ELIPS❤️ BB 🖐🖐"""
E0336,Q0510,FRAS01,FRAS01E06,eliminated,-,-,"""⭐💗🎀Enchantée.⭐ Je Vous Aime Trop, ⭐ Tops, Déchirez Tout. Love Kam 💗"""
E0337,Q0519,FRAS01,FRAS01E07,eliminated,-,-,"""Vive les différences. Vive les queers. Vive les trans. ❤️"""
E0338,Q0541,IT01,IT01E02,eliminated,-,-,"""Ricordatevi sempre che siamo le prime in Tutto! Ps. Porca mattina! Vs Ivana Vamp"""
E0339,Q0540,IT01,IT01E04,disqualified,-,-,"La drag è un'artista con le palle. Le mie non sono grandi, sono ENORMI."
E0340,Q0539,IT01,IT01E04,eliminated,-,-,"La drag è un'artista con le palle. Le mie non sono grandi, sono ENORMI."
E0341,Q0538,IT01,IT01E05,eliminated,-,-,"""Continuate a fare la storia. Là fuori ci aspetta un mondo bellissimo. LOVE, AVA"""
E0342,Q0537,IT01,IT01E06,eliminated,-,-,-
E0343,Q0550,IT02,IT02E01,eliminated,-,-,"""Prendetevi sempre cura di voi, perché siete sempre quello che conta. Il resto è solamente un bla bla bla che non può scomparire nel vostro make-up. Narciso"""
E0344,Q0549,IT02,IT02E02,eliminated,-,-,"""Siete le mie stelle. Vi amo"""
E0345,Q0548,IT02,IT02E03,eliminated,-,-,"""Non smetterete mai di ridere fino a che sapete ridere di voi stesse. Obama"""
E0346,Q0547,IT02,IT02E04,eliminated,-,-,"""La vincitrice non scrive allo specchio! Nella giungla comanda la Panthera."""
E0347,Q0546,IT02,IT02E06,eliminated,-,-,"""La mente è una, le mani sono tante. Gioffré"""
E0348,Q0545,IT02,IT02E07,eliminated,-,-,"""Qui è rinata Skandalove e qui lascio un pezzo di cuore. SkandaLove"""
E0349,Q0544,IT02,IT02E08,eliminated,-,-,-
E0350,Q0563,IT03,IT03E01,eliminated,-,-,"""Non sono mica MORTA... ADRI"""
E0351,Q0562,IT03,IT03E02,eliminated,-,-,"""IL MAL DI TESTA PASSA MA LA VOSTRA AMY SARÀ SEMPRE NEI VOSTRI CUORI"""
E0352,Q0561,IT03,IT03E03,eliminated,-,-,"""Forever Sisters! Veurja Verizja Vezirja"""
E0353,Q0560,IT03,IT03E04,eliminated,-,-,"""SOGNATE, AMATE, SIATE SEMPRE LA VOSTRA EROINA Lightning"""
E0354,Q0559,IT03,IT03E05,eliminated,-,-,"""1 VOLTA ELIMINATA MA PER SEMPRE COSMICA!"""
E0355,Q0558,IT03,IT03E06,eliminated,-,-,"""Miii... CHE BELLU U PESCE! VI ADORO. SEE YOU SOON. Sissy Qui"""
E0356,Q0557,IT03,IT03E07,eliminated,-,-,"""THE WINNER TAKES IT ALL"""
E0357,Q0556,IT03,IT03E08,eliminated,-,-,"""Anche se non ho vinto la race ho vinto 5 sorelle. Vi amo Leila Yarn"""
E0358,Q0555,IT03,IT03E09,eliminated,-,-,"""LA VERA VITTORIA È LASCIARE UN BEL RICORDO. VI VOGLIO BENE SYPARIO"""
E0359,Q0553,IT03,IT03E12,eliminated,-,-,-
E0360,Q0554,IT03,IT03E12,eliminated,-,-,-
E0361,Q0572,NL01,NL01E01,eliminated,-,-,"""Meiden, het was gezellig, ik ga een frikandel bakken, xoxo Roem. P.S.: ik heb jullie pruiken doorgeknipt!"""
E0362,Q0571,NL01,NL01E02,eliminated,-,-,"""Meiden, het was me een genoegen, maar ik heb er genoeg van. Wees LIEF.""'"
E0363,Q0570,NL01,NL01E03,eliminated,-,-,"""Jullie zijn als echte zussen voor mij. Ik ga dit missen, maar vooral jullie. Maar! Het is een game, wees eerlijk. Kus, Megan"""
E0364,Q0569,NL01,NL01E04,eliminated,-,-,"""Nou meiden, het was een harige... situatie! De ballen! (Ik heb voor iedereen een briefje geschreven) Lots of love, Madame Madness"""
E0365,Q0568,NL01,NL01E05,eliminated,-,-,"""WAT EEN FEEST X Sederginne X"""
E0366,Q0567,NL01,NL01E06,eliminated,-,-,"""Lieve schatten, keep on rising to new cosmic dimensions. I'm rooting for u all... We ChelseaBoy xx"""
E0367,Q0581,NL02,NL02E01,eliminated,-,-,"""Niet vergeten... poseren teef x Juicy Stinkhoer"""
E0368,Q0580,NL02,NL02E02,eliminated,-,-,"""This is the beginning of the rest of your lives ♡ Reggy B Always in your area."""
E0369,Q0579,NL02,NL02E03,eliminated,-,-,"""Lieve girls, Please take care of your inner Masisi's cause no one else will Love I♥ Masisi ♥"""
E0370,Q0578,NL02,NL02E04,eliminated,-,-,"""Lieve meiden, ik ga jullie zo ontzettend missen. Love you all, en blijf altijd een trut. x Ivy-Elyse"""
E0371,Q0577,NL02,NL02E05,eliminated,-,-,"""Lieve lieve queens. Dank jullie wel voor alles. Love you en juices. Hoogachtend The Countess"""
E0372,Q0576,NL02,NL02E06,eliminated,-,-,"""Girls, this is only the beginning! I love you. Do it x Tabitha"""
E0373,Q0405,NL02,NL02E07,eliminated,-,-,"""Lieve meiden, wat er ook gebeurt, wees truts op jezelf x Keta"""
E0374,Q0575,NL02,NL02E08,eliminated,-,-,-
E0375,Q0591,BE01,BE01E01,eliminated,-,-,"Gros bisous, Bottoks."
E0376,Q0590,BE01,BE01E02,eliminated,-,-,I'm in tears... Bisous les filles. Amanda
E0377,Q0589,BE01,BE01E03,eliminated,-,-,"Les filles, continuez a faire briller le drag belge! xoxo Edna"
E0378,Q0588,BE01,BE01E04,eliminated,-,-,Restez vous-memes. Je vous aime. Mocca Bone
E0379,Q0587,BE01,BE01E05,eliminated,-,-,bon courage les filles.
E0380,Q0586,BE01,BE01E06,eliminated,-,-,A plus les putes. Gardez la peche.
E0381,Q0585,BE01,BE01E07,eliminated,-,-,"Je vous aime, Monsieur BOB !"
E0382,Q0584,BE01,BE01E08,eliminated,-,-,-
E0383,Q0600,BE02,BE02E02,eliminated,-,-,-
E0384,Q0599,BE02,BE02E03,eliminated,-,-,-
E0385,Q0597,BE02,BE02E05,eliminated,-,-,-
E0386,Q0596,BE02,BE02E06,eliminated,-,-,-
E0387,Q0609,DE01,DE01E02,eliminated,-,-,"""¡Si! oder vielleicht No? Well... Bye. Pandora, wenn du mit jemand anders schläfst, töte ich dich ;)"""
E0388,Q0409,DE01,DE01E03,eliminated,-,-,"""Ladys, wir stehen auf den Schultern von Giganten! ♡ Bitte bleibt, wer ihr seid. XoXo The Only Naomi"""
E0389,Q0608,DE01,DE01E04,eliminated,-,-,"""Ladies, seid nett zu einander und zeigt der Welt, was ihr drauf habt! Ich bin kurz mit dem Manager sprechen. So geht das nicht! Dickes Bussi aus Hessen. ♡"""
E0390,Q0393,DE01,DE01E05,eliminated,-,-,"""Das is mein Arsch"""
E0391,Q0607,DE01,DE01E06,eliminated,-,-,"""Meine Schwestern, bleibt, wie ihr said. Ich bin nicht STINKSAUER. ICH LIEBE EUCH. 💋 Uns gehört die Welt... 💋 OHHH NE!"""
E0392,Q0606,DE01,DE01E07,eliminated,-,-,"""VAGABUNDA - ""Vagabunda Pop Star"" my debut single OUT NOW. Ich liebe euch soooooooo sehr Beijos VS ♡"""
E0393,Q0605,DE01,DE01E08,eliminated,-,-,"""Vergesst nie, wer ihr seid. Ihr seid STARS! Ich liebe euch, ihr blöden Tölen! 💋"""
E0394,Q0604,DE01,DE01E10,eliminated,-,-,Wir sind stars!!! Vereip niemals wie fantastisch ihr seid. ❤️ SCHWARTZ? -Kelly
E0395,Q0616,SE01,SE01E01,eliminated,-,-,"""OLYMPTR$EY, Sverige... Sen världen –Aphroditey"""
E0396,Q0612,SE01,SE01E02,eliminated,-,-,"""Men va fa-an! Från Norrland till UK till Världen. Älskar er alla. –Antonina Nutshell"""
E0397,Q0615,SE01,SE01E03,eliminated,-,-,"""Tack för allt tjejor! See you in Tokyo! TBA PS:Elecktra... Unna dig att sudda! Ha Ha Ha Ha! XD"""
E0398,Q0614,SE01,SE01E04,eliminated,-,-,"""Älskar er alla underbara ♡ Jätteroligt att kladda. Lalalalalalala... ~Imaa"""
E0399,Q0613,SE01,SE01E05,eliminated,-,-,"""Tschüss"""
E0400,Q0612,SE01,SE01E06,eliminated,-,-,"""Men va fa-an...igen! Ni är magiska. /Antonina Nutshell ♡"""
E0401,Q0611,SE01,SE01E07,eliminated,-,-,"""FY FAN VAD FATTIG LÄPPSTIPT!!! Elecktra ♡"""
E0402,Q0394,SE01,SE01E08,eliminated,-,-,-
E0403,Q0625,PH01,PH01E01,eliminated,-,-,"""Oh well Blast off bitches! XOXO, Prince"""
E0404,Q0624,PH01,PH01E02,eliminated,-,-,"""Girls... I love all of you!!! See you soonest."""
E0405,Q0623,PH01,PH01E03,eliminated,-,-,"""Girl's I'm just a phone call away Fuck you all love Gigi-era"""
E0406,Q0622,PH01,PH01E04,eliminated,-,-,"""If you have a bad day, Doesn't mean you have a bad Drag! Let's Do this! - Ate Turs"""
E0407,Q0621,PH01,PH01E05,eliminated,-,-,"""Girls, Thanks for everything!! Always believe in Urself! Lady Morgana"""
E0408,Q0620,PH01,PH01E07,eliminated,-,-,"""Love you girls - Viñas"""
E0409,Q0619,PH01,PH01E08,eliminated,-,-,"""Love you! Bring it all the time, See you all after! Brigiding!"""
E0410,Q0410,PH01,PH01E09,eliminated,-,-,"""At least I'm pretty! Stay Fresh Top 4! Minty Fresh"""
E0411,Q0637,PH02,PH02E01,eliminated,-,-,"""I love all of you! Nicole"""
E0412,Q0636,PH02,PH02E02,eliminated,-,-,"""To my Season 2 queens, I LOVE YOU ALL!!! Slay the competition - ASTRID MERCURY"""
E0413,Q0635,PH02,PH02E03,eliminated,-,-,"""Girlssss I U all so much! RUGIRLS! I'll always be your EXTRA LARGE TINY DELUXE"""
E0414,Q0634,PH02,PH02E04,eliminated,-,-,"""SIS! I'm going away with a BIG SMILE & so much LOVE for u all LOVE VERUSCHKA LEVELS"""
E0415,Q0633,PH02,PH02E05,eliminated,-,-,"""I'm glad to have met all of you. Don't let others outshine you. Love you girls! Duh"""
E0416,Q0632,PH02,PH02E06,eliminated,-,-,"""To my Sisters and new daughters, You are all superstars. xoxo DeeDee M.H."""
E0417,Q0630,PH02,PH02E09,eliminated,-,-,-
E0418,Q0631,PH02,PH02E09,eliminated,-,-,-
E0419,Q0648,PH03,PH03E03,eliminated,-,-,"""Forever im that Girl I'm Versex Babe! always & forever xoxo"""
E0420,Q0647,PH03,PH03E04,withdrew,-,-,"""I'm so sorry to my future self, you guys & the fans. Yudi xx"""
E0421,Q0646,PH03,PH03E05,eliminated,-,-,"""LOVE YOU GUYS support me girls for my Grand Debut"""
E0422,Q0645,PH03,PH03E06,eliminated,-,-,"""Hi Girls, y'all are so TALENTED! Please always Be Kind to each other John Fedellaga"""
E0423,Q0644,PH03,PH03E07,eliminated,-,-,"""Thank you to everyone. See you Soon Gurls - Bench"""
E0424,Q0643,PH03,PH03E08,eliminated,-,-,"""THANK YOU FOR LETTING ME FIND HOME IN ALL OF YOU! MC"""
E0425,Q0642,PH03,PH03E09,eliminated,-,-,"""I was able to show my true self this way. Pls pls keep on praying"""
E0426,Q0599,PHSR01,PHSR01E01,eliminated,-,-,"""The journey is not finished Madame Yoko"""
E0427,Q0316,PHSR01,PHSR01E02,eliminated,-,-,"""No hard feelings only hard cocks. love you long time. Sum Ting Wong"""
E0428,Q0437,PHSR01,PHSR01E03,eliminated,-,-,"""Great Aussie PROVERB SHIT HAPPENS"""
E0429,Q0521,PHSR01,PHSR01E04,eliminated,-,-,"""Keep believing in your dreams Slay accla Love Kitty"""
E0430,Q0629,PHSR01,PHSR01E05,eliminated,-,-,"""I love you all See you Bitches"""
E0431,Q0649,PHSR01,PHSR01E06,eliminated,-,-,"""I Love you all Never say goodbye Phusri on tonight"""
E0432,Q0125,PHSR01,PHSR01E07,eliminated,-,-,"""Thank you Slaysian Royale for showing me what love is. - Yuhua"""
E0433,Q0639,PHSR01,PHSR01E08,eliminated,-,-,"""I'm sorry Thanks for believing K for this is not The End IKONIC"""
E0434,Q0659,TH01,TH01E01,eliminated,-,-,"""ขอบคุณทุกๆ คนมากนะคะ วันนี้อาจยังไม่ใช่วันของเรา สู้ๆ นะคะ - Meannie Minaj"""
E0435,Q0658,TH01,TH01E02,eliminated,-,-,"""ฉันยังไม่ตาย สู้ๆ นะจ๊ะ แล้วเจอกันที่สุดขอบโลก ขอบคุณสำหรับความรัก"""
E0436,Q0657,TH01,TH01E03,eliminated,-,-,"""หนูขอบคุณนะที่สอนหนู รักมากนะ ♡ บายพี่จ้า จุ๊บๆ"""
E0437,Q0656,TH01,TH01E05,eliminated,-,-,"""พี่นาตาเลีย, แอนเน่, บีเอลล่า, เดียร์ริสดอล (คิดถึงทุกคนนะคะ) See You - Petchara"""
E0438,Q0655,TH01,TH01E06,eliminated,-,-,-
E0439,Q0654,TH01,TH01E06,eliminated,-,-,-
E0440,Q0653,TH01,TH01E07,eliminated,-,-,"""ดีใจที่ได้อยู่ครอบครัวนี้ รักทุกคนนะ ♡ ช้างแห่ง DRTH, B Ella"""
E0441,Q0673,TH02,TH02E01,eliminated,-,-,"""SS2 FOREVER M STRANGER FOX"""
E0442,Q0672,TH02,TH02E02,eliminated,-,-,"""สู้ๆ นะพี่ๆ รีบตามหนูมานะ ^_^ , Sonic"""
E0443,Q0671,TH02,TH02E03,eliminated,-,-,"""สู้ๆ นะทุกคน ฉันยังไม่ตาย ไม่ต้องร้อง E ดอก, Katy Killer"""
E0444,Q0662,TH02,TH02E04,eliminated,-,-,"""โชคดีนะค่ะ ขอโทษที่ทำได้ไม่ดี Love U all ♡ Kandy"""
E0445,Q0661,TH02,TH02E05,eliminated,-,-,-
E0446,Q0670,TH02,TH02E05,eliminated,-,-,-
E0447,Q0668,TH02,TH02E06,disqualified,-,-,-
E0448,Q0669,TH02,TH02E06,eliminated,-,-,-
E0449,Q0667,TH02,TH02E07,eliminated,-,-,"""Never forget DRTH SS2, Genie."""
E0450,Q0666,TH02,TH02E08,eliminated,-,-,"""Finally I go to top 5 ขอบคุณสำหรับมิตรภาพและโอกาสนะคะ Always love you DRTHSS2 XOXO, Tormai"""
E0451,Q0665,TH02,TH02E10,eliminated,-,-,"""I L♡VE DRTH SS2 รักทุกคนค่ะ สู้ๆ ต่อนะคะ ศรี มาทำไม อ๋อ! ศรีมาลา"""
E0452,Q0663,TH02,TH02E11,eliminated,-,-,-
E0453,Q0664,TH02,TH02E11,eliminated,-,-,-
E0454,Q0682,TH03,TH03E02,eliminated,-,-,"""From Heart to every queen. รักพี่ซันมากนะคะ ฝากทำหน้าที่ต่อด้วย"""
E0455,Q0681,TH03,TH03E03,eliminated,-,-,"""Thank you So f*ing Much. This is not the LAST of me."""
E0456,Q0680,TH03,TH03E04,eliminated,-,-,"""S-H-O-R-T-G-U-N that's me."""
E0457,Q0679,TH03,TH03E05,eliminated,-,-,"""ถึงลูกๆ ไม่ต้องเสียใจนะ แม่ยังไม่ตาย สู้ ๆ รักนะทุกคน Call me Mother!"""
E0458,Q0649,TH03,TH03E06,eliminated,-,-,"""Love you all. ^-^ ยินดีที่ได้รู้จักนะคะ ~Siam Phusri"""
E0459,Q0678,TH03,TH03E07,eliminated,-,-,"""Thank you so much for everything. This is me, Gigi Ferocious."""
E0460,Q0677,TH03,TH03E08,eliminated,-,-,"""สู้ๆ กันสาวๆ NANE Sphera เป็นกำลังใจหื้อเจ้า แล้วเจอกันที่เชียงใหม่"""
E0461,Q0407,TH03,TH03E10,eliminated,-,-,-
E0462,Q0676,TH03,TH03E10,eliminated,-,-,-
E0463,Q0693,BR01,BR01E02,eliminated,-,-,"""MANAS SEJAM AMAVEIS E GENTIS UMAS COM AS OUTRAS. PQ TEM BOLO P/ TODAS DIVA MORE"""
E0464,Q0692,BR01,BR01E03,eliminated,-,-,"""FELIZ ENCONTRO FELIZ PARTIDA PARA UM FELIZ REENCONTRO CONEXÃO BELÉM - RIO TRISTAN SOLEDADE"""
E0465,Q0691,BR01,BR01E04,eliminated,-,-,"""Sentimentos Não São Fatos! Sejam Sempre Luz. Melusine"""
E0466,Q0690,BR01,BR01E05,eliminated,-,-,"""UMA INJUSTIÇA FOI TOMADA! TINTAS SERÃO DERRAMADAS NAZA GANHA ESSA PALHAÇADA OBRIGADA PELA IRMANDADE, MENINAS!"""
E0467,Q0689,BR01,BR01E06,eliminated,-,-,"""Cada uma de vocês é uma jóia rara! Bjs Rubi! Até logo"""
E0468,Q0688,BR01,BR01E07,eliminated,-,-,"""Cada porta de saída também é uma porta de entrada. Somos todas estrelas! Até o futuro!"""
E0469,Q0687,BR01,BR01E08,eliminated,-,-,"""A NAZA ATERRISSOU NESSA TERRA DE ESTRELAS E AGORA PARTE EM UM COMETA PARA OUTRO MUNDO DE SUCESSO"""
E0470,Q0686,BR01,BR01E10,eliminated,-,-,"""Não tem babado Estou indo feliz e levando todas no meu coração Amo vocês"""
E0471,Q0703,BR02,BR02E02,eliminated,-,-,"""Obrigada, turma de 2025 pelos momentos incríveis. Bjos CHANEL"""
E0472,Q0702,BR02,BR02E03,eliminated,-,-,"""vi amo tutte! Uma Van Cartier é sempre uma winner!"""
E0473,Q0701,BR02,BR02E05,eliminated,-,-,"""Foi uma honra dividir essa temporada com todas vocês. Beijos, Memê"""
E0474,Q0700,BR02,BR02E06,eliminated,-,-,"""GLU GLU GLU"""
E0475,Q0699,BR02,BR02E07,eliminated,-,-,"""Sei que vcs me ADORAM e eu não posso evitar! Amo vocês"""
E0476,Q0698,BR02,BR02E09,eliminated,-,-,"""AMOR, Sucesso e Honestidade Bhelchi"""
E0477,Q0696,BR02,BR02E10,eliminated,-,-,-
E0478,Q0697,BR02,BR02E10,eliminated,-,-,-
E0479,Q0712,MX01,MX01E02,eliminated,-,-,"""Real las amo a todas. #PinkTeam"""
E0480,Q0711,MX01,MX01E03,eliminated,-,-,"""Reinas, denlo todo. Muchas gracias a todas por todo. Atte. Vermelha Noir"""
E0481,Q0710,MX01,MX01E04,eliminated,-,-,"""Ahí les dejo los Pixielindros. Las amo, chingonas. Los ama, Pixie Pixie."""
E0482,Q0411,MX01,MX01E05,eliminated,-,-,"""Chicas, ya las quiero muchote. SM."""
E0483,Q0709,MX01,MX01E06,eliminated,-,-,"""Chicas, las amo. Serán siempre mi familia."""
E0484,Q0708,MX01,MX01E07,eliminated,-,-,"""Ni modo. No hagan chistes sin mí. - Y YA."""
E0485,Q0707,MX01,MX01E09,eliminated,-,-,"""Top 4, les AMO con toda el alma. Rómpanla. Atte. Lady Kero."""
E0486,Q0725,MX02,MX02E01,eliminated,-,-,"""Que se sepa que dejo mi corazón. Lo que se hace con amor perdura en el alma."""
E0487,Q0724,MX02,MX02E02,eliminated,-,-,"""Amor, nunca permitas que te digan: no puedes. Atentamente, Nina."""
E0488,Q0723,MX02,MX02E03,eliminated,-,-,"""No dejen de brillar! Si ya saben como soy... pos me invitan!"""
E0489,Q0722,MX02,MX02E04,eliminated,-,-,"""Recuerden... vale más un gran corazón que una cara bonita."""
E0490,Q0721,MX02,MX02E05,eliminated,-,-,"""Reinonas, las amo con todo mi corazón de bolsillo! - AVA."""
E0491,Q0720,MX02,MX02E06,eliminated,-,-,"""Vida solo una. Crean en ustedes. La mejor temporada!"""
E0492,Q0719,MX02,MX02E07,eliminated,-,-,-
E0493,Q0718,MX02,MX02E09,eliminated,-,-,-
E0494,Q0717,MX02,MX02E10,eliminated,-,-,"""Recuerden nunca dejen de brillar!! Las amo con toda mi alma -Elektra Vandergeld #TeamLeexa"""
