role_id,contestant_id,episode_id,role_type,role_detail,notes
R0390,US16-Q0198,US16E02,MINI_WINNER,-,from Fandom MD
R0391,US16-Q0199,US16E05,MINI_WINNER,-,from Fandom MD
R0392,US16-Q0206,US16E06,MINI_WINNER,-,from Fandom MD
R0393,US16-Q0206,US16E08,MINI_WINNER,-,from Fandom MD
R0394,US16-Q0198,US16E09,MINI_WINNER,-,from Fandom MD
R0395,US16-Q0199,US16E11,MINI_WINNER,-,from Fandom MD
R0396,US16-Q0200,US16E12,MINI_WINNER,-,from Fandom MD
R0397,US16-Q0199,US16E14,MINI_WINNER,-,from Fandom MD
R0398,US10-Q0115,US10E07,SNATCH_CHARACTER,Melania Trump,from Fandom MD
R0399,US10-Q0117,US10E07,SNATCH_CHARACTER,Beyoncé,from Fandom MD
R0400,US10-Q0111,US10E07,SNATCH_CHARACTER,Honey Boo Boo,from Fandom MD
R0401,US10-Q0116,US10E07,SNATCH_CHARACTER,Chyna,from Fandom MD
R0402,US10-Q0118,US10E07,SNATCH_CHARACTER,Dorothy Parker,from Fandom MD
R0403,US10-Q0119,US10E07,SNATCH_CHARACTER,Maya Angelou,from Fandom MD
R0404,US10-Q0121,US10E07,SNATCH_CHARACTER,Maxine Waters,from Fandom MD
R0405,US10-Q0120,US10E07,SNATCH_CHARACTER,Blue Ivy Carter,from Fandom MD
R0406,US11-Q0130,US11E08,SNATCH_CHARACTER,Tiffany Haddish,from Fandom MD
R0407,US11-Q0129,US11E08,SNATCH_CHARACTER,Céline Dion,from Fandom MD
R0408,US11-Q0132,US11E08,SNATCH_CHARACTER,Harvey Fierstein / Jo Anne Worley,from Fandom MD
R0409,US11-Q0134,US11E08,SNATCH_CHARACTER,Lovely Mimi,from Fandom MD
R0410,US11-Q0133,US11E08,SNATCH_CHARACTER,Charo,from Fandom MD
R0411,US11-Q0131,US11E08,SNATCH_CHARACTER,Ts Madison,from Fandom MD
R0412,US11-Q0127,US11E08,SNATCH_CHARACTER,Danielle Bregoli,from Fandom MD
R0413,US11-Q0128,US11E08,SNATCH_CHARACTER,Whoopi Goldberg,from Fandom MD
R0414,US16-Q0203,US16E08,SNATCH_CHARACTER,Meghan McCain,from Fandom MD
R0415,US16-Q0204,US16E08,SNATCH_CHARACTER,Trina's Cousin Shaquita,from Fandom MD
R0416,US16-Q0202,US16E08,SNATCH_CHARACTER,Anna Sorokin,from Fandom MD
R0417,US16-Q0198,US16E08,SNATCH_CHARACTER,Jane Goodall,from Fandom MD
R0418,US16-Q0200,US16E08,SNATCH_CHARACTER,Jelena Karleuša,from Fandom MD
R0419,US16-Q0205,US16E08,SNATCH_CHARACTER,Patti LuPone,from Fandom MD
R0420,US16-Q0201,US16E08,SNATCH_CHARACTER,Amelia Earhart,from Fandom MD
R0421,US16-Q0199,US16E08,SNATCH_CHARACTER,James Brown,from Fandom MD
R0422,US16-Q0206,US16E08,SNATCH_CHARACTER,The Gold Tooth Fairy,from Fandom MD
