contestant_id,queen_id,season_id,placement,entrance_order,home_city,wins,highs,lows,bottoms,eliminated_episode,miss_congeniality,drag_name_used
CA05-Q0297,Q0297,CA05,10,-,-,0,0,1,2,CA05E03,No,-
CA05-Q0298,Q0298,CA05,11,-,-,0,0,1,1,CA05E02,No,-
CA06-Q0299,Q0299,CA06,1,-,-,4,0,1,0,,No,-
CA06-Q0300,Q0300,CA06,2,-,-,3,2,1,0,,No,-
CA06-Q0301,Q0301,CA06,3,-,-,1,2,1,4,CA06E09,No,-
CA06-Q0302,Q0302,CA06,3,-,-,1,2,0,3,CA06E09,No,-
CA06-Q0303,Q0303,CA06,5,-,-,0,3,0,3,CA06E08,No,-
CA06-Q0304,Q0304,CA06,6,-,-,1,3,1,1,CA06E07,No,-
CA06-Q0305,Q0305,CA06,7,-,-,1,0,0,1,CA06E06,No,-
CA06-Q0306,Q0306,CA06,7,-,-,0,3,1,1,CA06E06,No,-
CA06-Q0307,Q0307,CA06,9,-,-,0,1,1,1,CA06E05,No,-
CA06-Q0308,Q0308,CA06,10,-,-,0,0,1,1,CA06E04,No,-
CA06-Q0309,Q0309,CA06,11,-,-,0,0,0,1,CA06E03,No,-
CA06-Q0310,Q0310,CA06,12,-,-,0,0,0,1,CA06E02,No,-
UK01-Q0240,Q0240,UK01,1,-,-,3,3,0,1,,No,-
UK01-Q0311,Q0311,UK01,2,-,-,3,1,1,0,,No,-
UK01-Q0312,Q0312,UK01,3,-,-,3,1,1,2,UK01E08,No,-
UK01-Q0313,Q0313,UK01,4,-,-,0,0,3,2,UK01E07,No,-
UK01-Q0314,Q0314,UK01,5,-,-,1,0,0,2,UK01E06,No,-
UK01-Q0315,Q0315,UK01,6,-,-,0,1,0,2,UK01E05,No,-
UK01-Q0316,Q0316,UK01,7,-,-,0,2,0,2,UK01E04,No,-
UK01-Q0317,Q0317,UK01,8,-,-,0,1,0,2,UK01E03,No,-
UK01-Q0318,Q0318,UK01,9,-,-,0,0,0,1,UK01E02,No,-
UK01-Q0319,Q0319,UK01,10,-,-,0,0,0,1,UK01E01,No,-
UK02-Q0320,Q0320,UK02,1,-,-,3,3,2,1,,No,-
UK02-Q0321,Q0321,UK02,2,-,-,4,2,0,1,,No,-
UK02-Q0322,Q0322,UK02,2,-,-,1,1,0,4,,No,-
UK02-Q0323,Q0323,UK02,4,-,-,0,3,1,2,UK02E10,No,-
UK02-Q0324,Q0324,UK02,5,-,-,2,2,1,1,UK02E08,No,-
UK02-Q0325,Q0325,UK02,6,-,-,0,1,2,2,UK02E07,No,-
UK02-Q0326,Q0326,UK02,7,-,-,0,1,0,3,UK02E06,No,-
UK02-Q0327,Q0327,UK02,8,-,-,0,0,0,1,UK02E01,No,-
UK02-Q0328,Q0328,UK02,9,-,-,1,1,1,0,,No,-
UK02-Q0329,Q0329,UK02,10,-,-,0,0,1,1,,No,-
UK02-Q0330,Q0330,UK02,11,-,-,1,0,0,2,UK02E05,No,-
UK02-Q0331,Q0331,UK02,12,-,-,0,0,0,2,UK02E05,No,-
UK03-Q0332,Q0332,UK03,1,-,-,2,3,1,1,,No,-
UK03-Q0333,Q0333,UK03,2,-,-,4,2,0,0,,No,-
UK03-Q0334,Q0334,UK03,2,-,-,2,3,0,0,,No,-
UK03-Q0335,Q0335,UK03,4,-,-,1,1,1,4,UK03E09,No,-
UK03-Q0336,Q0336,UK03,5,-,-,1,1,0,3,UK03E07,No,-
UK03-Q0337,Q0337,UK03,6,-,-,1,0,1,1,UK03E06,No,-
UK03-Q0338,Q0338,UK03,6,-,-,1,0,1,1,UK03E06,No,-
UK03-Q0339,Q0339,UK03,8,-,-,0,0,1,2,UK03E05,No,-
UK03-Q0328,Q0328,UK03,9,-,-,0,1,0,1,UK03E03,No,-
UK03-Q0340,Q0340,UK03,10,-,-,0,1,0,0,,No,-
UK03-Q0341,Q0341,UK03,11,-,-,0,0,0,2,UK03E02,No,-
UK03-Q0342,Q0342,UK03,12,-,-,0,0,0,1,UK03E01,No,-
UK04-Q0343,Q0343,UK04,1,-,-,4,2,0,0,,No,-
UK04-Q0344,Q0344,UK04,2,-,-,4,1,2,0,,No,-
UK04-Q0345,Q0345,UK04,3,-,-,1,0,0,5,UK04E10,No,-
UK04-Q0346,Q0346,UK04,3,-,-,0,3,2,3,UK04E10,No,-
UK04-Q0347,Q0347,UK04,5,-,-,1,2,1,2,UK04E09,No,-
UK04-Q0348,Q0348,UK04,6,-,-,2,0,0,3,UK04E07,No,-
UK04-Q0349,Q0349,UK04,7,-,-,1,1,2,1,UK04E06,No,-
UK04-Q0350,Q0350,UK04,8,-,-,1,0,0,2,,No,-
UK04-Q0351,Q0351,UK04,9,-,-,0,2,1,1,UK04E04,No,-
UK04-Q0352,Q0352,UK04,10,-,-,1,0,1,1,UK04E03,No,-
UK04-Q0353,Q0353,UK04,11,-,-,0,1,0,1,UK04E02,No,-
UK04-Q0354,Q0354,UK04,12,-,-,0,0,0,1,UK04E01,No,-
UK05-Q0355,Q0355,UK05,1,-,-,3,4,0,0,,No,-
UK05-Q0356,Q0356,UK05,2,-,-,3,3,0,1,,No,-
UK05-Q0357,Q0357,UK05,3,-,-,1,3,0,2,UK05E10,No,-
UK05-Q0358,Q0358,UK05,4,-,-,0,2,0,4,UK05E09,No,-
UK05-Q0359,Q0359,UK05,5,-,-,1,2,0,1,UK05E08,No,-
UK05-Q0360,Q0360,UK05,6,-,-,1,1,1,2,UK05E07,No,-
UK05-Q0361,Q0361,UK05,7,-,-,1,2,1,1,UK05E06,No,-
UK05-Q0362,Q0362,UK05,8,-,-,1,0,1,1,UK05E05,No,-
UK05-Q0363,Q0363,UK05,9,-,-,0,0,0,2,UK05E04,No,-
UK05-Q0364,Q0364,UK05,10,-,-,0,1,0,1,UK05E02,No,-
UK06-Q0365,Q0365,UK06,1,-,-,3,3,0,0,,No,-
UK06-Q0366,Q0366,UK06,2,-,-,4,2,0,0,,No,-
UK06-Q0367,Q0367,UK06,3,-,-,1,4,1,1,UK06E10,No,-
UK06-Q0368,Q0368,UK06,3,-,-,1,3,0,4,UK06E10,No,-
UK06-Q0369,Q0369,UK06,5,-,-,1,3,0,3,UK06E09,No,-
UK06-Q0370,Q0370,UK06,6,-,-,0,1,2,1,UK06E08,No,-
UK06-Q0371,Q0371,UK06,7,-,-,0,1,2,2,UK06E07,No,-
UK06-Q0372,Q0372,UK06,8,-,-,0,1,0,1,UK06E06,No,-
UK06-Q0373,Q0373,UK06,9,-,-,0,2,1,2,UK06E05,No,-
UK06-Q0374,Q0374,UK06,10,-,-,0,0,2,1,UK06E04,No,-
UK06-Q0375,Q0375,UK06,11,-,-,0,0,0,1,UK06E03,No,-
UK06-Q0376,Q0376,UK06,12,-,-,0,0,0,0,,No,-
UK07-Q0377,Q0377,UK07,1,-,-,3,2,0,2,,No,-
UK07-Q0378,Q0378,UK07,2,-,-,2,4,0,0,,No,-
UK07-Q0379,Q0379,UK07,3,-,-,0,4,0,3,UK07E10,No,-
UK07-Q0380,Q0380,UK07,3,-,-,1,2,2,2,UK07E10,No,-
UK07-Q0381,Q0381,UK07,5,-,-,0,1,2,2,UK07E09,No,-
UK07-Q0382,Q0382,UK07,6,-,-,2,0,1,1,UK07E08,No,-
UK07-Q0383,Q0383,UK07,7,-,-,1,2,1,1,UK07E07,No,-
UK07-Q0384,Q0384,UK07,8,-,-,1,1,0,1,UK07E06,No,-
UK07-Q0385,Q0385,UK07,9,-,-,0,0,2,1,UK07E05,No,-
UK07-Q0386,Q0386,UK07,10,-,-,0,0,0,3,UK07E04,No,-
UK07-Q0387,Q0387,UK07,11,-,-,0,0,0,2,UK07E03,No,-
UK07-Q0388,Q0388,UK07,12,-,-,0,0,0,2,UK07E02,No,-
CW01-Q0135,Q0135,CW01,1,-,-,1,2,0,1,,No,-
CW01-Q0131,Q0131,CW01,2,-,-,2,0,1,1,,No,-
CW01-Q0243,Q0243,CW01,3,-,-,2,0,0,1,,No,-
CW01-Q0340,Q0340,CW01,3,-,-,3,0,1,0,,No,-
CW01-Q0335,Q0335,CW01,5,-,-,1,0,1,2,CW01E05,No,-
CW01-Q0253,Q0253,CW01,6,-,-,1,0,0,0,,No,-
CW01-Q0389,Q0389,CW01,7,-,-,0,0,1,2,CW01E03,No,-
CW01-Q0262,Q0262,CW01,8,-,-,0,0,0,2,CW01E02,No,-
CW01-Q0254,Q0254,CW01,9,-,-,0,0,0,1,CW01E01,No,-
CW02-Q0245,Q0245,CW02,1,-,-,2,3,0,0,,No,-
CW02-Q0024,Q0024,CW02,2,-,-,1,0,2,1,,No,-
CW02-Q0313,Q0313,CW02,3,-,-,0,4,0,1,,No,Cheryl
CW02-Q0078,Q0078,CW02,3,-,-,2,1,2,0,,No,-
CW02-Q0268,Q0268,CW02,5,-,-,0,1,1,2,CW02E05,No,-
CW02-Q0111,Q0111,CW02,6,-,-,0,0,0,2,CW02E04,No,Eureka!
CW02-Q0249,Q0249,CW02,7,-,-,0,0,0,2,CW02E03,No,-
CW02-Q0349,Q0349,CW02,8,-,-,0,0,0,1,CW02E02,No,-
CW02-Q0390,Q0390,CW02,9,-,-,0,0,0,1,CW02E01,No,-
GA01-Q0052,Q0052,GA01,1,-,-,2,4,0,0,,No,-
GA01-Q0334,Q0334,GA01,2,-,-,3,3,0,1,,No,-
GA01-Q0391,Q0391,GA01,2,-,-,3,3,0,1,,No,-
GA01-Q0392,Q0392,GA01,2,-,-,1,5,0,0,,No,-
GA01-Q0393,Q0393,GA01,5,-,-,1,2,3,1,GA01E10,No,-
GA01-Q0394,Q0394,GA01,6,-,-,1,0,1,4,GA01E09,No,-
GA01-Q0255,Q0255,GA01,7,-,-,1,3,1,1,GA01E08,No,-
GA01-Q0395,Q0395,GA01,8,-,-,0,1,0,3,GA01E07,No,-
GA01-Q0396,Q0396,GA01,9,-,-,0,1,0,2,GA01E06,No,-
GA01-Q0397,Q0397,GA01,10,-,-,0,1,0,1,GA01E05,No,-
GA01-Q0398,Q0398,GA01,11,-,-,0,1,1,1,GA01E04,No,-
GA01-Q0399,Q0399,GA01,12,-,-,0,1,0,1,GA01E03,No,-
UW01-Q0314,Q0314,UW01,1,-,-,1,1,0,1,,No,-
UW01-Q0121,Q0121,UW01,2,-,-,1,1,1,1,,No,Mo Heart
UW01-Q0012,Q0012,UW01,3,-,-,1,0,0,3,,No,-
UW01-Q0312,Q0312,UW01,3,-,-,1,1,0,1,,No,-
UW01-Q0400,Q0400,UW01,5,-,-,2,0,0,3,UW01E05,No,-
UW01-Q0401,Q0401,UW01,6,-,-,2,1,0,1,UW01E04,No,-
UW01-Q0241,Q0241,UW01,7,-,-,2,0,0,1,UW01E03,No,-
UW01-Q0313,Q0313,UW01,8,-,-,0,0,0,1,UW01E02,No,-
UW01-Q0245,Q0245,UW01,9,-,-,0,0,0,1,UW01E01,No,-
UW02-Q0326,Q0326,UW02,1,-,-,4,0,0,0,,No,-
UW02-Q0402,Q0402,UW02,2,-,-,3,1,1,0,,No,-
UW02-Q0403,Q0403,UW02,3,-,-,2,1,2,1,,No,-
UW02-Q0404,Q0404,UW02,3,-,-,3,1,0,1,,No,-
UW02-Q0136,Q0136,UW02,5,-,-,1,2,1,2,UW02E07,No,-
UW02-Q0337,Q0337,UW02,6,-,-,0,1,0,3,UW02E06,No,-
UW02-Q0319,Q0319,UW02,7,-,-,0,1,0,3,UW02E05,No,-
UW02-Q0405,Q0405,UW02,8,-,-,1,0,0,2,UW02E04,No,-
UW02-Q0346,Q0346,UW02,9,-,-,0,0,0,1,UW02E03,No,-
UW02-Q0406,Q0406,UW02,10,-,-,0,0,0,1,UW02E02,No,-
UW02-Q0123,Q0123,UW02,11,-,-,0,0,0,1,UW02E01,No,-
UW03-Q0407,Q0407,UW03,1,-,-,2,3,1,0,,No,-
UW03-Q0359,Q0359,UW03,2,-,-,2,2,0,1,,No,-
UW03-Q0408,Q0408,UW03,3,-,-,1,3,0,2,,No,-
UW03-Q0029,Q0029,UW03,3,-,-,2,1,1,1,,No,Mariah Balenciaga
UW03-Q0409,Q0409,UW03,5,-,-,0,4,1,2,UW03E07,No,-
UW03-Q0374,Q0374,UW03,6,-,-,0,0,1,1,UW03E06,No,-
UW03-Q0008,Q0008,UW03,7,-,-,0,0,1,2,UW03E05,No,Serena Morena
UW03-Q0351,Q0351,UW03,8,-,-,0,2,0,1,UW03E04,No,-
UW03-Q0410,Q0410,UW03,9,-,-,0,0,1,1,UW03E03,No,-
UW03-Q0281,Q0281,UW03,10,-,-,0,0,0,1,UW03E02,No,-
