song_id,title,artist,times_used,spotify_track_id,is_rumix,catalog
S0306,Guess featuring Billie Eilish,Charli XCX and Billie Eilish,1,0IsIY8pfu1yaGkPUD7pkDx,No,LIPSYNC
S0307,It's Raining Men,The Weather Girls,1,2IvetNzSZMH5gwjInoyr18,No,LIPSYNC
S0308,Freakum Dress,Beyoncé,1,5XM8AjUuP4uEWZ9XGGYLFk,No,LIPSYNC
S0309,She Bop,Cyndi Lauper,1,2FAL6hxj5Qxuj0kWOkEOsF,No,LIPSYNC
S0310,Coconuts,Kim Petras,1,-,No,LIPSYNC
S0311,Bad Reputation,Joan Jett,1,-,No,LIPSYNC
S0312,Hallucinate,Dua Lipa,2,1nYeVF5vIBxMxfPoL0SIWg,No,LIPSYNC
S0313,I'm Not Perfect But I'm Perfect for You,Grace Jones,1,-,No,LIPSYNC
S0314,About Damn Time,Lizzo,1,4a3D8glGZxhlJfOs1Czc3c,No,LIPSYNC
S0315,These Boots Are Made for Walkin',Nancy Sinatra,1,2PneNdtypG6XcgmWmGd9FI,No,LIPSYNC
S0316,Freak-A-Zoid,Midnight Star,1,42UpH9fz5utv8tkvOgh5Qb,No,LIPSYNC
S0317,Jumpin' Jumpin',Destiny's Child,1,4pmc2AxSEq6g7hPVlJCPyP,No,LIPSYNC
S0318,Rain On Me,Lady Gaga and Ariana Grande,1,-,No,LIPSYNC
S0319,Do Ya Wanna Funk,Sylvester and Patrick Cowley,1,708DnJC8l1b4Bf4xg0GiBv,No,LIPSYNC
S0320,Anaconda,Nicki Minaj,1,-,No,LIPSYNC
S0321,Jump (For My Love),The Pointer Sisters,1,3L9ClO1W5KmebIXTrlKShF,No,LIPSYNC
S0322,Green Light,Lorde,2,-,No,LIPSYNC
S0323,I Kissed a Girl,Katy Perry,1,-,No,LIPSYNC
S0324,The Boss,Diana Ross,1,-,No,LIPSYNC
S0325,Nobody's Supposed To Be Here (Hex Hector Dance Mix),Deborah Cox,2,3RRBSoFITcxUx7aYBjuoqL,No,LIPSYNC
S0326,Freaky Money,RuPaul feat. Big Freedia,1,7rBCdmVWBxi6rdybjr1K2w,Yes,LIPSYNC
S0327,Wrecking Ball,Miley Cyrus,1,2vwlzO0Qp8kfEtzTsCXfyE,No,LIPSYNC
S0328,Old MacDonald,Ella Fitzgerald,1,-,No,LIPSYNC
S0329,Rumour Has It,Adele,1,2A73XBDBQgmdXO8VsXPWIs,No,LIPSYNC
S0330,Love Will Save The Day (Jellybean/David Morales Remix),Whitney Houston,1,7vA8t0N3TZEkxLt5uwTrsD,No,LIPSYNC
S0331,Better in Color,Lizzo,1,0bt3YJTupDqdTKpnFFgs7f,No,LIPSYNC
S0332,Why'd You Come in Here Lookin Like That,Dolly Parton,1,5oheUEVCpJllnImTs5nNiS,No,LIPSYNC
S0333,I Want Love,Jessie J,1,-,No,LIPSYNC
S0334,Super Freak,Rick James,1,-,No,LIPSYNC
S0335,The Night the Lights Went Out in Georgia,Dixie Carter,1,-,No,LIPSYNC
S0336,Kings & Queens,Ava Max,1,7a53HqqArd4b9NF4XAmlbI,No,LIPSYNC
S0337,Supernova,Kylie Minogue,1,1hIj5fZhmr8hsEpWhMOoiy,No,LIPSYNC
S0338,Such A Wicked Love,La Toya Jackson,1,2ItCr57FOMd9UDwuerAWeq,No,LIPSYNC
S0339,Fergalicious,Fergie,1,-,No,LIPSYNC
S0340,Zombieboy,Lady Gaga,1,-,No,LIPSYNC
S0341,No More Tears (Enough is Enough),Barbra Streisand,1,1wSPm3y4Lk6ABkVxCmwkZx,No,LIPSYNC
S0342,Hazy Shade of Winter,The Bangles,1,0P2vAvvWni2tNXOdbH3JFk,No,LIPSYNC
S0343,Super Bass,Nicki Minaj,1,-,No,LIPSYNC
S0344,Million Dollar Bill (Freemasons Radio Mix),Whitney Houston,1,2RYGUlwksIdGBZTiFZwgk8,No,LIPSYNC
S0345,"Jump in the Line (Shake, Senora)",Harry Belafonte,1,1zW2csx1vVJrKfvDrFQNVt,No,LIPSYNC
S0346,Banana,Anitta ft. Becky G,1,7eeLYvJsK5QiDeX1loY9rW,No,LIPSYNC
S0347,Black Cat,Janet Jackson,1,-,No,LIPSYNC
S0348,Super Freaky Girl,Nicki Minaj,1,-,No,LIPSYNC
S0349,Be My Lover,La Bouche,2,7FoUzKTSQp25oe32pY9z5p,No,LIPSYNC
S0350,No One Gets The Prize,Diana Ross,1,-,No,LIPSYNC
S0351,Love Come Home (Subgroovers Music Video Edit),Kristine W,1,2ysfV5sxAurV5eJTiRHaJ3,No,LIPSYNC
S0352,Livin La Vida Loca,Ricky Martin,1,0Ph6L4l8dYUuXFmb71Ajnd,No,LIPSYNC
S0353,Neutron Dance,The Pointer Sisters,1,3Uyxe1fbF4zWSEwy38qgMw,No,LIPSYNC
S0354,Juice,Lizzo,1,7FsS2Q9qu9PA9mBovBjoFD,No,LIPSYNC
S0355,Where Have You Been,Rihanna,1,-,No,LIPSYNC
S0356,Open Your Heart,Madonna,1,6poribUG9PSY1eudyCjJTS,No,LIPSYNC
S0357,One Last Time,Ariana Grande,1,-,No,LIPSYNC
S0358,Make Me Feel,Janelle Monáe,1,5gW5dSy3vXJxgzma4rQuzH,No,LIPSYNC
S0359,Opposites Attract,Paula Abdul,1,-,No,LIPSYNC
S0360,There's No Business Like Show Business,Ethel Merman,1,3lxWypNuVx1QNDmJQYrlYl,No,LIPSYNC
S0361,Don't Cha,Pussycat Dolls,1,-,No,LIPSYNC
S0362,Dancing On My Own,Robyn,1,-,No,LIPSYNC
S0363,Responsitrannity (Matt's Pop Edit),RuPaul,1,5aYkT2tgke1ZjAAPnMfhQR,Yes,LIPSYNC
S0364,Uptown Funk,Bruno Mars,1,32OlwWuMpZ6b0aN2RZOeMS,No,LIPSYNC
S0365,Miss You Much,Janet Jackson,1,-,No,LIPSYNC
S0366,Physical,Dua Lipa,1,3AzjcOeAmA57TIOr9zF1ZW,No,LIPSYNC
S0367,Womanizer,Britney Spears,1,4fixebDZAVToLbUCuEloa2,No,LIPSYNC
S0368,Phone,Lizzo,1,61yntOSHzW2kTeEsLhOH9c,No,LIPSYNC
S0369,Dirrty,Christina Aguilera,1,59ZTxQo8rBycIXPLUIKvE2,No,LIPSYNC
S0370,Dance Again,J. Lo,1,2xnoPV3NLescauc0ZJ1MDZ,No,LIPSYNC
S0371,Sugar Walls,Sheena Easton,1,2Ulp8QRhy3KlclKzGYTzMy,No,LIPSYNC
S0372,Boom Clap,Charli XCX,1,0Y1MWB026LYxGvhq4EcMiC,No,LIPSYNC
S0373,Good Golly Miss Molly,Little Richard,1,-,No,LIPSYNC
S0374,Stupid Love,Lady Gaga,1,-,No,LIPSYNC
S0375,Shake It Off,Taylor Swift,1,-,No,LIPSYNC
S0376,Le Freak,Chic,1,7z3aH1QV2zwMKXxShBNOGe,No,LIPSYNC
S0377,Got To Be Real,Cheryl Lynn,1,58r4JuwHhXLAkttkaUZfLw,No,LIPSYNC
S0378,Shut Up & Drive,Rihanna,1,-,No,LIPSYNC
S0379,Cherry Bomb,Joan Jett and the Blackhearts,1,-,No,LIPSYNC
S0380,Step It Up,RuPaul feat. Dave Audé,1,2wJccqQaVphXhLEWxOSHtm,Yes,LIPSYNC
S0381,If I Were Your Woman,Gladys Knight & The Pips,1,3omLUwICQLfAtqN7Kj9lml,No,LIPSYNC
S0382,Maneater,Nelly Furtado,1,-,No,LIPSYNC
S0383,Stupid Shit,Girlicious,1,-,No,LIPSYNC
S0384,Ghost,Fefe Dobson,1,-,No,LIPSYNC
S0385,Happiness,KAPRI,1,-,No,LIPSYNC
S0386,I Love Myself Today,Bif Naked,1,1xotLPvjbmXkMMf4jh4YLj,No,LIPSYNC
S0387,Heaven,DJ Sammy,1,72SpPFrMYCXLB3Fbw9tEgf,No,LIPSYNC
S0388,Get Down,B4-4,1,3vt3XJhfT8f310W5KyOm31,No,LIPSYNC
S0389,Everybody Say Love,Mitsou,1,61VLwYAED5VHTvl76MmPHu,No,LIPSYNC
S0390,Raise a Little Hell,Trooper,1,-,No,LIPSYNC
S0391,Tonight I'm Getting Over You,Carly Rae Jepsen,1,-,No,LIPSYNC
S0392,Dumb Blonde,Avril Lavigne and Nicki Minaj,1,1Spmq0UazGU6ovMIlGldZX,No,LIPSYNC
S0393,Dancing and Crying,Kiesza,1,4ZJeB2XjnrChBiOYlhRFlk,No,LIPSYNC
S0394,Sweet Surrender,Sarah McLachlan,1,46ShsS3tyqJAJdxUjPezdI,No,LIPSYNC
S0395,I'm a Star,Priyanka,1,5OLz9SlKyKQxaODgSgL6X0,No,LIPSYNC
S0396,Fix You,Vita Chambers,1,-,No,LIPSYNC
S0397,I Really Like You,Carly Rae Jepson,1,-,No,LIPSYNC
S0398,If You Could Read My Mind,"Ultra Naté, Amber, and Jocelyn Enriquez",1,4l4s3IARxPjby8OOaRrFbg,No,LIPSYNC
S0399,Absolutely Not (Chanel Club Mix),Deborah Cox,1,0Gj0eUtJogWEpQ65yqmPsT,No,LIPSYNC
S0400,Girlfriend,Avril Lavigne,1,45hOioMDJktr86iKDHC8gr,No,LIPSYNC
S0401,I Drove All Night,Céline Dion,2,3zN4OLeBAN7LwAr442bB8E,No,LIPSYNC
S0402,Scars To Your Beautiful,Alessia Cara,1,-,No,LIPSYNC
S0403,Hello,Allie X,2,1cZFjtpPwQYm4FLEpME76d,No,LIPSYNC
S0404,You Oughta Know,Alanis Morissette,1,0Dw9z44gXhplDh5HCWZIxP,No,LIPSYNC
S0405,Closer,Tegan and Sara,1,4dTVgHZFPlaq9nPbLVVLSG,No,LIPSYNC
S0406,Pretty Girl Era,Lu Kala,1,37nPrNH1dcgjA6Uv63ZyN5,No,LIPSYNC
S0407,Fuck the Pain Away,Peaches,1,0NWWDumjD2TCrR6iV6ZFgR,No,LIPSYNC
S0408,Hot,Avril Lavigne,1,6z7fZRrQfOH3ZjWEkC4QhC,No,LIPSYNC
S0409,Contemporary Love,Rêve,1,-,No,LIPSYNC
S0410,Here Comes The Sunshine,Love Inc.,1,50ajuTzFr9p9M34vy7R4kD,No,LIPSYNC
S0411,Taking Chances,Céline Dion,1,6qIbRE3pmqrwgeJpArn9Gq,No,LIPSYNC
S0412,Desperate Measures,Marianas Trench,1,0CDUAU4qdrBWhLUsaw4TLF,No,LIPSYNC
S0413,From This Moment On,Shania Twain,1,-,No,LIPSYNC
S0414,Beauty and a Beat,Justin Bieber ft. Nicki Minaj,1,-,No,LIPSYNC
S0415,High School Confidential,Rough Trade,1,1AWRlKNlGK9IvPV8JfElSv,No,LIPSYNC
S0416,Don't Call Me Baby,Kreesha Turner,1,-,No,LIPSYNC
S0417,Stranger in My House (Thunderpuss Radio Mix),Tamia,1,3OoyGUkW4Ob6RMrzrehx4i,No,LIPSYNC
S0418,Run Away With Me,Carly Rae Jepsen,1,-,No,LIPSYNC
S0419,Table Dancer,Keshia Chanté,1,32KCxje6RxKp8BhTRslY6P,No,LIPSYNC
S0420,Love Is,Alannah Myles,1,0ZkelQJhSqvw1uKfSaCtKs,No,LIPSYNC
S0421,CTRL + ALT + DELETE,Rêve,1,-,No,LIPSYNC
S0422,A New Day Has Come,Celine Dion,1,6LefIBy3hzTN6Yd1m81gpC,No,LIPSYNC
S0423,Feel It In My Bones,Tiësto ft. Tegan and Sara,1,6K9GLISAUJtCCno9cuCASa,No,LIPSYNC
S0424,I'm With You,Avril Lavigne,1,1jlG3KJ3gdYmhfuySFfpO1,No,LIPSYNC
S0425,Tongue,Rêve,1,-,No,LIPSYNC
S0426,she's all i wanna be,Tate McRae,1,7l9IqDtVWJurTvkQHq1BGh,No,LIPSYNC
S0427,I Will Love Again,Lara Fabian,1,1raT3L0NJtc10t7xNgHJZ1,No,LIPSYNC
S0428,Seven Day Fool,Jully Black,1,0VRjHpJsECpmkqMivnLf3A,No,LIPSYNC
S0429,I Didn't Just Come Here To Dance,Carly Rae Jepsen,1,-,No,LIPSYNC
S0430,Try,Nelly Furtado,1,-,No,LIPSYNC
S0431,Moving On Up,M People,1,6vGW3d8X48CBaLdU0PQbey,No,LIPSYNC
S0432,I've Got the Music in Me,The Kiki Dee Band,1,2dpGNisIy8LNjpEGzDdtft,No,LIPSYNC
S0433,Who Do You Think You Are,Spice Girls,1,-,No,LIPSYNC
S0434,Big Spender,Shirley Bassey,1,3wFxvVpzsOJ4Ag54i2Nr5A,No,LIPSYNC
S0435,Shout,Lulu,1,1B5E4s88IrGsJJJmsTq4hN,No,LIPSYNC
S0436,Scandalous,Mis-Teeq,1,3fptXQbkawHJNXANV2y0t5,No,LIPSYNC
S0437,Something New,Girls Aloud,1,-,No,LIPSYNC
S0438,You Don't Own Me,Dusty Springfield,1,-,No,LIPSYNC
S0439,Von Dutch,Charli XCX,1,3Y1EvIgEVw51XtgNEgpz5c,No,LIPSYNC
S0440,Heartbreak (Make Me a Dancer),Freemasons & Sophie Ellis-Bextor,1,0msTapnGIxP9dLS0h5TCvO,No,LIPSYNC
S0441,Sound of the Underground,Girls Aloud,1,-,No,LIPSYNC
S0442,Pearls,Jessie Ware,1,-,No,LIPSYNC
S0443,Spectrum (Say My Name) (Calvin Harris Remix),Florence + The Machine,1,-,No,LIPSYNC
S0444,Don't Rain On My Parade,Shirley Bassey,1,4CuL0vVSxOJgY6cSRRprg1,No,LIPSYNC
S0445,Tainted Love,Soft Cell,1,-,No,LIPSYNC
S0446,Push The Button,Sugababes,1,-,No,LIPSYNC
S0447,Mamma Knows Best,Jessie J,1,-,No,LIPSYNC
S0448,Let Them Know,Mabel,1,-,No,LIPSYNC
S0449,About You Now,Sugababes,1,-,No,LIPSYNC
S0450,This is Real,Jax Jones and Ella Henderson,1,-,No,LIPSYNC
S0451,Respectable,Mel & Kim,1,71ucHTKi9couPlPaPxDu57,No,LIPSYNC
S0452,No Way,Six The Musical,1,2ldBp6eNIE4wk8C3j0bz8n,No,LIPSYNC
S0453,Stop,Spice Girls,1,-,No,LIPSYNC
S0454,Miss Me Blind,Culture Club,1,-,No,LIPSYNC
S0455,Some Kinda Rush,Booty Luv,1,5lcV57jv8NfKGCQMRVKz3Q,No,LIPSYNC
S0456,Another One Bites the Dust,Queen,1,-,No,LIPSYNC
S0457,This Is My Life,Shirley Bassey,1,4ROos4ro1ZhyFZCfx9rSSP,No,LIPSYNC
S0458,Ooh La La,Goldfrapp,1,3E0gVkirGK2ouGHPuOO9cN,No,LIPSYNC
S0459,Tension,Kylie Minogue,1,6435Ra0NWQzPyZAcd1ojWI,No,LIPSYNC
S0460,Girls On Film,Duran Duran,1,7feSbMqJGg9yL0s6ypxy9S,No,LIPSYNC
S0461,Don't Call Me Up,Mabel,1,-,No,LIPSYNC
S0462,Let's Dance,David Bowie,1,4cVHMHgmWgudD399ZdhQ3L,No,LIPSYNC
S0463,Something Kinda Ooooh!,Girls Aloud,1,-,No,LIPSYNC
S0464,Time Warp,The Rocky Horror Picture Show,1,4WFeJTXNHIS2wURtwlAkhu,No,LIPSYNC
S0465,Never Gonna Give You Up,Rick Astley,1,4PTG3Z6ehGkBFwjybzWkR8,No,LIPSYNC
S0466,Crazy What Love Can Do,Becky Hill & Ella Henderson,1,1WCEAGGRD066z2Q89ObXTq,No,LIPSYNC
S0467,Don't Stop Me Now,Queen,1,-,No,LIPSYNC
S0468,Relax,Frankie Goes To Hollywood,1,-,No,LIPSYNC
S0469,Memory,Elaine Paige,1,6wNNhduAv04cytUxHgYv1F,No,LIPSYNC
S0470,Don't Start Now,Dua Lipa,1,3PfIrDoz19wz7qK7tYeu62,No,LIPSYNC
S0471,You Keep Me Hangin' On,Kim Wilde,1,37TmAdHOXJwrhbq84v4nN5,No,LIPSYNC
S0472,Touch Me,Cathy Dennis,1,-,No,LIPSYNC
S0473,Don't Be So Hard On Yourself,Jess Glynne,1,1KtVVUM6OkpyOsbVfbMybX,No,LIPSYNC
S0474,You Don't Have To Say You Love Me,Dusty Springfield,1,7HIfmc6nBlOyKTYIUATRNC,No,LIPSYNC
S0475,Last Thing On My Mind,Steps,1,2al4aCEf88iUKzM2LpMo3V,No,LIPSYNC
S0476,I'm Still Standing,Elton John,1,-,No,LIPSYNC
S0477,Ooh Aah... Just A Little Bit,Gina G,1,1pLPmB2kxIHqOmkThL7AK2,No,LIPSYNC
S0478,Hot In It,Tiësto & Charli XCX,1,5pNFibJLq7dvoDVIIcQBkn,No,LIPSYNC
S0479,Remember,Becky Hill and David Guetta,1,-,No,LIPSYNC
S0480,The Only Way Is Up,Yazz,1,-,No,LIPSYNC
S0481,I Dreamed a Dream,Susan Boyle,1,6umBxaxgV2q52o3Q8wH2Ma,No,LIPSYNC
S0482,Heartbreak On Hold,Alexandra Burke,1,3DodeUmO8WNvlv7w9cZktl,No,LIPSYNC
S0483,Touch Me (I Want Your Body),Samantha Fox,1,13s6dCsNpSZflwVu2uzzPi,No,LIPSYNC
S0484,This Hell,Rina Sawayama,1,-,No,LIPSYNC
S0485,Little Bird,Annie Lennox,1,1KX8GhTteEUlkbfzaRzbsx,No,LIPSYNC
S0486,A Little Respect,Erasure,1,2RVQIq7bLi4Eu6xHPyQ46t,No,LIPSYNC
S0487,New Rules,Dua Lipa,1,2ekn2ttSfGqwhhate0LSR0,No,LIPSYNC
S0488,Venus,Bananarama,1,4XX1pFUkQOZTYp6Hb6a6Ae,No,LIPSYNC
S0489,Spice Up Your Life,Spice Girls,2,-,No,LIPSYNC
S0490,Power,Little Mix,1,0lUSd7TCG8srh6HpIAEIWL,No,LIPSYNC
S0491,Call My Name (Wideboys Remix),Cheryl Cole,1,-,No,LIPSYNC
S0492,Tears Dry On Their Own,Amy Winehouse,1,-,No,LIPSYNC
S0493,I'm Your Man,Wham!,1,2gG7E5OZi5D5QLRIctv63z,No,LIPSYNC
S0494,Meaningless,Charlotte Cardin,1,2E6QMP1mJcyD319Izd5mIK,No,LIPSYNC
S0495,Let Me Think About It,Ida Corr,1,4aYWZUNa52tDBVsijNqboA,No,LIPSYNC
S0496,What The Hell,Avril Lavigne,1,2z4U9d5OAA4YLNXoCgioxo,No,LIPSYNC
S0497,Hush Hush; Hush Hush,The Pussycat Dolls,1,-,No,LIPSYNC
S0498,How Far I'll Go (Alessia Cara Version),Alessia Cara,1,-,No,LIPSYNC
S0499,Brand New Bitch,Anjulie,1,-,No,LIPSYNC
S0500,Sk8er Boi,Avril Lavigne,1,00Mb3DuaIH1kjrwOku9CGU,No,LIPSYNC
S0501,Your Daddy Don't Know,Toronto,1,6dVtWB3ysjQVSS71GDig6L,No,LIPSYNC
S0502,Freak,Estelle feat. Kardinal Offishall,1,7KVb9lmNXdW6w9VmvXxRkB,No,LIPSYNC
S0503,Paranoia,Danna Paola,1,-,No,LIPSYNC
S0504,bad idea right?,Olivia Rodrigo,1,-,No,LIPSYNC
S0505,Take On Me,A-Ha,1,2WfaOiMkCvy7F5fcp2zZ8L,No,LIPSYNC
S0506,Mah Na Mah Na,The Muppets,1,-,No,LIPSYNC
S0507,Tattoo,Loreen,1,-,No,LIPSYNC
S0508,I Begin to Wonder,Dannii Minogue,1,5OKjyuulniceXswXHLYZqV,No,LIPSYNC
S0509,Angel of My Dreams,Jade,1,46cW6zufU9Woo11TLs2i6X,No,LIPSYNC
S0510,I Heard A Rumor,Bananarama,1,7yPwc5aPWLWjO37iAey7Ww,No,LIPSYNC
S0511,Axel F,Crazy Frog,1,0Bo5fjMtTfCD8vHGebivqc,No,LIPSYNC
S0512,Rasputin,Boney M,1,5jkFvD4UJrmdoezzT1FRoP,No,LIPSYNC
S0513,Left Outside Alone,Anastacia,1,3xl7PsO7Hzuig6To9FgDm6,No,LIPSYNC
S0514,Dreamer,Livin' Joy,1,08GRfpoCGo9ycQxvTNakNh,No,LIPSYNC
S0515,Everytime We Touch,Cascada,1,5YJtMNWKe55yr49cyJgxva,No,LIPSYNC
S0516,Future Starts Now,Kim Petras,1,-,No,LIPSYNC
S0517,Crying at the Discoteque,Alcazar,1,3EvAWBkwvyZruPEDh7X5rx,No,LIPSYNC
S0518,Fucking Wizardry,Self Esteem,1,-,No,LIPSYNC
S0519,Release Me,Agnes,1,4LiJE6pqgsTX3FtukW6bNh,No,LIPSYNC
S0520,Euphoria,Loreen,1,2knr7ikPt4l7bk92qS4ZXW,No,LIPSYNC
S0521,Say You'll Be There,Spice Girls,1,-,No,LIPSYNC
S0522,Supermodel (El Lay Toya Jam),RuPaul,1,5HsiInUUzQY3tf3tXlXnKO,Yes,LIPSYNC
S0523,We like to Party! (The Vengabus),Vengaboys,1,-,No,LIPSYNC
S0524,Toy,Netta,1,6VO6JrvcuGMfPOQgT6kSGE,No,LIPSYNC
S0525,Garden of Eden,Lady Gaga,1,-,No,LIPSYNC
S0526,Feels Like Another One,Patti LaBelle,1,-,No,LIPSYNC
S0527,Jerkin',Amyl and the Sniffers,1,-,No,LIPSYNC
S0528,Just What They Want,RuPaul,1,0jq1oPbJ8seaxmHURGYlde,Yes,LIPSYNC
S0529,Main Event,RuPaul,1,2n34dlulym84u2NUaHsqe5,Yes,LIPSYNC
S0530,Pretty Gang (Ellis Miah Remix),RuPaul,1,0tPjD8bQ3k6Sb28npkJQyb,Yes,LIPSYNC
S0531,Cha Cha Bitch,RuPaul ft. AB Soto,1,3fFWBzknKeYMz5uIidChsM,Yes,LIPSYNC
S0532,Peanut Butter,RuPaul ft. Big Freedia,2,0OCMVtFWfemXv7IyVGM1ri,Yes,LIPSYNC
S0533,Rhythm Nation,Janet Jackson,1,-,No,LIPSYNC
S0534,Fancy,Reba McEntire,1,-,No,LIPSYNC
S0535,Kitty Girl,RuPaul,1,3dbhZOJK1S0Cmf3lOb9W3M,Yes,LIPSYNC
S0536,Adrenaline,RuPaul ft. Myah Marie,1,6aXWmPvhTxblCCFVIwAnKP,Yes,LIPSYNC
S0537,Free Your Mind,En Vogue,1,2vG1yrWSMiL6egg6w4e9ma,No,LIPSYNC
S0538,Girls Just Want to Have Fun,Cyndi Lauper,1,4y1LsJpmMti1PfRQV9AWWe,No,LIPSYNC
S0539,Song for the Lonely,Cher,1,1nu7ec0zCNvyHRrFXZsFHy,No,LIPSYNC
S0540,Barbie Girl,Aqua,1,-,No,LIPSYNC
S0541,Heartbreaker,Pat Benatar,1,-,No,LIPSYNC
S0542,Focus,Ariana Grande,1,-,No,LIPSYNC
S0543,Since U Been Gone,Kelly Clarkson,1,-,No,LIPSYNC
S0544,Push It,Salt-N-Pepa,1,2OvyGP2JLi2zKc7ch7HCWf,No,LIPSYNC
S0545,Let's Hear It for the Boy,Deniece Williams,1,-,No,LIPSYNC
S0546,Judas,Lady Gaga,1,-,No,LIPSYNC
S0547,So What,P!nk,1,-,No,LIPSYNC
S0548,Sisters Are Doin' It for Themselves,Eurythmics and Aretha Franklin,1,-,No,LIPSYNC
S0549,Swish Swish,Katy Perry ft. Nicki Minaj,1,-,No,LIPSYNC
S0550,Disease,Lady Gaga,1,-,No,LIPSYNC
S0551,Joyride,Kesha,1,-,No,LIPSYNC
S0552,Party Lights,Natalie Cole,1,-,No,LIPSYNC
S0553,Show Me How You Burlesque,Christina Aguilera,1,-,No,LIPSYNC
S0554,Raise Your Glass,P!nk,1,-,No,LIPSYNC
S0555,"Whenever, Wherever",Shakira,1,-,No,LIPSYNC
S0556,I Love It,Kylie Minogue,1,02Xhm6DxYZn9rtEQjbsFjd,No,LIPSYNC
S0557,Read U Wrote U (Ellis Miah Mix),"RuPaul, The Cast of RuPaul's Drag Race All Stars, Season 2",0,40fX0BlY8HRW9vtzFuKutC,Yes,RUSICAL
S0558,Category Is,"RuPaul, The Cast of RuPaul's Drag Race, Season 9",0,29g6BnA5ynzOhJcCUqW0yh,Yes,RUSICAL
S0559,Clapback,"RuPaul, The Cast of RuPaul's Drag Race All Stars, Season 5",0,1dY2jCgm4x9tOfHiuOZhOJ,Yes,RUSICAL
S0560,Phenomenon (Cast Version),"The Cast of RuPaul's Drag Race, Season 13",0,4zs5u3R2OCj846S9BfnFg1,Yes,RUSICAL
S0561,The Shady Bunch,"The Cast of RuPaul's Drag Race, Season 12",0,3GH4UKhbRml72UpSpTh8Cj,Yes,RUSICAL
S0562,Click Clack (Make Dat Money),RuPaul,0,2BiXHwqXCkL63ZyIoyhCIy,Yes,RUSICAL
S0563,"Kitty Girl (feat. The Cast of RuPaul's Drag Race All Stars, Season 3)",RuPaul,0,6ecG7zlvn65piigZIjEgFc,Yes,RUSICAL
S0564,Super Queen (Cast Version),"RuPaul, The Cast of RuPaul's Drag Race All Stars, Season 4",0,6F4QQuvB0MEVf6JUJIQaZy,Yes,RUSICAL
S0565,American,"RuPaul, The Cast of RuPaul's Drag Race, Season 10",0,7mnOn0ILHnsRExROQZUL6M,Yes,RUSICAL
S0566,Queens Everywhere (Cast Version),"RuPaul, The Cast of RuPaul's Drag Race, Season 11",0,2zbCUcfKcM9RDsnDcuybvV,Yes,RUSICAL
S0567,Bring Back My Girls,RuPaul,0,2BJgkYIIo3Z4Tj01XE40Sk,Yes,CAST
S0568,The Shade of It All,"RuPaul, ShyBoy, The Cast of RuPaul's Drag Race",0,7MiJTxOnS7E2Ib273ovpVa,Yes,CAST
S0569,Glam! (Go-Go-Go!),The Cast of RuPaul's Drag Race,0,55jJkxtbrhUXk3tseAncXu,Yes,RUSICAL
S0570,Stimulate,"The Cast of RuPaul's Drag Race, Nini Coco",0,5slIrJfaLsZ2ubh7BTKpVV,Yes,RUSICAL
S0571,Versatile,"The Cast of RuPaul's Drag Race, Myki Meeks",0,5f3fED6U7vJrQhwq5O0s9k,Yes,RUSICAL
S0572,Drag Queens Save The World,The Cast of RuPaul's Drag Race All Stars,0,5EBGjPzJvCjObtDcYHPR20,Yes,RUSICAL
S0573,Pussy On Fire,The Cast of RuPaul's Drag Race All Stars,0,3s5iaCkdMHApLtxQ23qn79,Yes,RUSICAL
S0574,Rappin' Roast,The Cast of RuPaul's Drag Race All Stars,0,4WAa0E72THhE1icugAZ86E,Yes,RUSICAL
S0575,Show Up Queen,"The Cast of RuPaul's Drag Race All Stars, Season 6",0,2cAnEMbrjJgkt1cYFgjgoB,Yes,RUSICAL
S0576,I'm in Love,"The Cast of RuPaul's Drag Race All Stars, Season 5",0,5UgFOzUNNGKwZgFpPKdD2L,Yes,CAST
S0577,Break Dancin' 2: Electric Rugaloo,The Cast of RuPaul's Drag Race All Stars,0,2fUyJFR4sfUdBPZCy8r10B,Yes,RUSICAL
S0578,Save a Queen,"The Cast of RuPaul's Drag Race, Season 14",0,61oDUiqEVsdeyRRNEcLHAp,Yes,CAST
S0579,Purse First (feat. DJ Mitch Ferrino),"Bob the Drag Queen, DJ Mitch Ferrino",0,5IsdA6g8IFKGmC1xl37OG1,No,QUEEN_RELEASE
S0580,Blame It On The Edit,"RuPaul, The Cast of RuPaul's Drag Race",0,6fseQCTAkGbsJDxZ9GE9VE,Yes,CAST
S0581,Let The Freak Out In You,The Cast of RuPaul's Drag Race,0,4NeLIm3j0KBTEabNsakvYT,Yes,RUSICAL
S0582,PharmaRusical,"The Cast of RuPaul's Drag Race, Season 10",0,0epqKqdwa57gPbNydIYtdd,Yes,RUSICAL
S0583,Trump: The Rusical,"The Cast of RuPaul's Drag Race, Season 11",0,7fAqPKHEoHP4q3TbHfaWMl,Yes,RUSICAL
S0584,Madonna: The Unauthorized Rusical,"The Cast of RuPaul's Drag Race, Season 12",0,34fnvQxnLNz5MpLabjAxsR,Yes,RUSICAL
S0585,Condragulations,"RuPaul, The Cast of RuPaul's Drag Race, Season 13",0,75ImfdQNtM0El9WgaiAq1I,Yes,SONGWRITING
S0586,Social Media: The Unverified Rusical,"The Cast of RuPaul's Drag Race, Season 13",0,1EqfID97csU66fCUyIah4M,Yes,RUSICAL
