progression_id,contestant_id,queen_id,season_id,episode_id,status
P2217,AS03-Q0021,Q0021,AS03,AS03E05,BTM
P2218,AS03-Q0021,Q0021,AS03,AS03E06,BTM
P2219,AS03-Q0021,Q0021,AS03,AS03E07,WIN
P2220,AS03-Q0021,Q0021,AS03,AS03E08,ELIM
P2221,AS03-Q0017,Q0017,AS03,AS03E01,ELIM
P2222,AS03-Q0017,Q0017,AS03,AS03E07,ELIM
P2223,AS03-Q0065,Q0065,AS03,AS03E01,WIN
P2224,AS03-Q0065,Q0065,AS03,AS03E02,WIN
P2225,AS03-Q0065,Q0065,AS03,AS03E03,WIN
P2226,AS03-Q0065,Q0065,AS03,AS03E04,WIN
P2227,AS03-Q0065,Q0065,AS03,AS03E05,SAFE
P2228,AS03-Q0065,Q0065,AS03,AS03E06,WIN
P2229,AS03-Q0109,Q0109,AS03,AS03E01,WIN
P2230,AS03-Q0109,Q0109,AS03,AS03E02,SAFE
P2231,AS03-Q0109,Q0109,AS03,AS03E03,BTM
P2232,AS03-Q0109,Q0109,AS03,AS03E04,HIGH
P2233,AS03-Q0109,Q0109,AS03,AS03E05,ELIM
P2234,AS03-Q0109,Q0109,AS03,AS03E06,ELIM
P2235,AS03-Q0092,Q0092,AS03,AS03E01,BTM
P2236,AS03-Q0092,Q0092,AS03,AS03E02,LOW
P2237,AS03-Q0092,Q0092,AS03,AS03E03,BTM
P2238,AS03-Q0092,Q0092,AS03,AS03E04,ELIM
P2239,AS03-Q0092,Q0092,AS03,AS03E06,ELIM
P2240,AS03-Q0069,Q0069,AS03,AS03E01,SAFE
P2241,AS03-Q0069,Q0069,AS03,AS03E02,SAFE
P2242,AS03-Q0069,Q0069,AS03,AS03E03,ELIM
P2243,AS03-Q0069,Q0069,AS03,AS03E06,ELIM
P2244,AS03-Q0094,Q0094,AS03,AS03E01,HIGH
P2245,AS03-Q0094,Q0094,AS03,AS03E02,ELIM
P2246,AS03-Q0094,Q0094,AS03,AS03E06,ELIM
P2247,AS04-Q0119,Q0119,AS04,AS04E01,LOW
P2248,AS04-Q0119,Q0119,AS04,AS04E02,WIN
P2249,AS04-Q0119,Q0119,AS04,AS04E03,SAFE
P2250,AS04-Q0119,Q0119,AS04,AS04E04,BTM
P2251,AS04-Q0119,Q0119,AS04,AS04E05,WIN
P2252,AS04-Q0119,Q0119,AS04,AS04E06,SAFE
P2253,AS04-Q0119,Q0119,AS04,AS04E07,HIGH
P2254,AS04-Q0119,Q0119,AS04,AS04E08,WIN
P2255,AS04-Q0119,Q0119,AS04,AS04E09,BTM
P2256,AS04-Q0119,Q0119,AS04,AS04E10,WINNER
P2257,AS04-Q0104,Q0104,AS04,AS04E01,WIN
P2258,AS04-Q0104,Q0104,AS04,AS04E02,SAFE
P2259,AS04-Q0104,Q0104,AS04,AS04E03,WIN
P2260,AS04-Q0104,Q0104,AS04,AS04E04,LOW
P2261,AS04-Q0104,Q0104,AS04,AS04E05,BTM
P2262,AS04-Q0104,Q0104,AS04,AS04E06,SAFE
P2263,AS04-Q0104,Q0104,AS04,AS04E07,WIN
P2264,AS04-Q0104,Q0104,AS04,AS04E08,HIGH
P2265,AS04-Q0104,Q0104,AS04,AS04E09,WIN
P2266,AS04-Q0104,Q0104,AS04,AS04E10,WINNER
P2267,AS04-Q0121,Q0121,AS04,AS04E01,WIN
P2268,AS04-Q0121,Q0121,AS04,AS04E02,BTM
P2269,AS04-Q0121,Q0121,AS04,AS04E03,SAFE
P2270,AS04-Q0121,Q0121,AS04,AS04E04,WIN
P2271,AS04-Q0121,Q0121,AS04,AS04E05,BTM
P2272,AS04-Q0121,Q0121,AS04,AS04E06,SAFE
P2273,AS04-Q0121,Q0121,AS04,AS04E07,SAFE
P2274,AS04-Q0121,Q0121,AS04,AS04E08,HIGH
P2275,AS04-Q0121,Q0121,AS04,AS04E09,WIN
P2276,AS04-Q0121,Q0121,AS04,AS04E10,ELIM
P2277,AS04-Q0091,Q0091,AS04,AS04E01,HIGH
P2278,AS04-Q0091,Q0091,AS04,AS04E02,HIGH
P2279,AS04-Q0091,Q0091,AS04,AS04E03,HIGH
P2280,AS04-Q0091,Q0091,AS04,AS04E04,SAFE
P2281,AS04-Q0091,Q0091,AS04,AS04E05,BTM
P2282,AS04-Q0091,Q0091,AS04,AS04E06,SAFE
P2283,AS04-Q0091,Q0091,AS04,AS04E07,BTM
P2284,AS04-Q0091,Q0091,AS04,AS04E08,WIN
P2285,AS04-Q0091,Q0091,AS04,AS04E09,BTM
P2286,AS04-Q0091,Q0091,AS04,AS04E10,ELIM
P2287,AS04-Q0037,Q0037,AS04,AS04E01,SAFE
P2288,AS04-Q0037,Q0037,AS04,AS04E02,SAFE
P2289,AS04-Q0037,Q0037,AS04,AS04E03,LOW
P2290,AS04-Q0037,Q0037,AS04,AS04E04,ELIM
P2291,AS04-Q0037,Q0037,AS04,AS04E07,WIN
P2292,AS04-Q0037,Q0037,AS04,AS04E08,BTM
P2293,AS04-Q0037,Q0037,AS04,AS04E09,ELIM
P2294,AS04-Q0023,Q0023,AS04,AS04E01,SAFE
P2295,AS04-Q0023,Q0023,AS04,AS04E02,LOW
P2296,AS04-Q0023,Q0023,AS04,AS04E03,WIN
P2297,AS04-Q0023,Q0023,AS04,AS04E04,WIN
P2298,AS04-Q0023,Q0023,AS04,AS04E05,WIN
P2299,AS04-Q0023,Q0023,AS04,AS04E06,SAFE
P2300,AS04-Q0023,Q0023,AS04,AS04E07,HIGH
P2301,AS04-Q0023,Q0023,AS04,AS04E08,ELIM
P2302,AS04-Q0107,Q0107,AS04,AS04E01,SAFE
P2303,AS04-Q0107,Q0107,AS04,AS04E02,WIN
P2304,AS04-Q0107,Q0107,AS04,AS04E03,BTM
P2305,AS04-Q0107,Q0107,AS04,AS04E04,HIGH
P2306,AS04-Q0107,Q0107,AS04,AS04E05,BTM
P2307,AS04-Q0107,Q0107,AS04,AS04E06,SAFE
P2308,AS04-Q0107,Q0107,AS04,AS04E07,ELIM
P2309,AS04-Q0070,Q0070,AS04,AS04E01,SAFE
P2310,AS04-Q0070,Q0070,AS04,AS04E02,SAFE
P2311,AS04-Q0070,Q0070,AS04,AS04E03,ELIM
P2312,AS04-Q0070,Q0070,AS04,AS04E06,ELIM
P2313,AS04-Q0108,Q0108,AS04,AS04E01,BTM
P2314,AS04-Q0108,Q0108,AS04,AS04E02,ELIM
P2315,AS04-Q0108,Q0108,AS04,AS04E06,ELIM
P2316,AS04-Q0086,Q0086,AS04,AS04E01,ELIM
P2317,AS04-Q0086,Q0086,AS04,AS04E06,ELIM
P2318,AS06-Q0018,Q0018,AS06,AS06E01,SAFE
P2319,AS06-Q0018,Q0018,AS06,AS06E02,HIGH
P2320,AS06-Q0018,Q0018,AS06,AS06E03,SAFE
P2321,AS06-Q0018,Q0018,AS06,AS06E04,SAFE
P2322,AS06-Q0018,Q0018,AS06,AS06E05,BTM
P2323,AS06-Q0018,Q0018,AS06,AS06E06,WIN
P2324,AS06-Q0018,Q0018,AS06,AS06E07,HIGH
P2325,AS06-Q0018,Q0018,AS06,AS06E08,HIGH
P2326,AS06-Q0018,Q0018,AS06,AS06E09,BTM
P2327,AS06-Q0018,Q0018,AS06,AS06E11,BTM
P2328,AS06-Q0018,Q0018,AS06,AS06E12,WINNER
P2329,AS06-Q0111,Q0111,AS06,AS06E01,SAFE
P2330,AS06-Q0111,Q0111,AS06,AS06E02,HIGH
P2331,AS06-Q0111,Q0111,AS06,AS06E03,SAFE
P2332,AS06-Q0111,Q0111,AS06,AS06E04,HIGH
P2333,AS06-Q0111,Q0111,AS06,AS06E05,HIGH
P2334,AS06-Q0111,Q0111,AS06,AS06E06,LOW
P2335,AS06-Q0111,Q0111,AS06,AS06E07,HIGH
P2336,AS06-Q0111,Q0111,AS06,AS06E08,HIGH
P2337,AS06-Q0111,Q0111,AS06,AS06E09,ELIM
P2338,AS06-Q0111,Q0111,AS06,AS06E11,WIN
P2339,AS06-Q0111,Q0111,AS06,AS06E12,RUNNER-UP
P2340,AS06-Q0076,Q0076,AS06,AS06E01,SAFE
P2341,AS06-Q0076,Q0076,AS06,AS06E02,SAFE
P2342,AS06-Q0076,Q0076,AS06,AS06E03,BTM
P2343,AS06-Q0076,Q0076,AS06,AS06E04,LOW
P2344,AS06-Q0076,Q0076,AS06,AS06E05,WIN
P2345,AS06-Q0076,Q0076,AS06,AS06E06,HIGH
P2346,AS06-Q0076,Q0076,AS06,AS06E07,SAFE
P2347,AS06-Q0076,Q0076,AS06,AS06E08,WIN
P2348,AS06-Q0076,Q0076,AS06,AS06E09,BTM
P2349,AS06-Q0076,Q0076,AS06,AS06E11,BTM
P2350,AS06-Q0076,Q0076,AS06,AS06E12,RUNNER-UP
P2351,AS06-Q0135,Q0135,AS06,AS06E01,HIGH
P2352,AS06-Q0135,Q0135,AS06,AS06E02,WIN
P2353,AS06-Q0135,Q0135,AS06,AS06E03,HIGH
P2354,AS06-Q0135,Q0135,AS06,AS06E04,SAFE
P2355,AS06-Q0135,Q0135,AS06,AS06E05,SAFE
P2356,AS06-Q0135,Q0135,AS06,AS06E06,BTM
P2357,AS06-Q0135,Q0135,AS06,AS06E07,HIGH
P2358,AS06-Q0135,Q0135,AS06,AS06E08,SAFE
P2359,AS06-Q0135,Q0135,AS06,AS06E09,WIN
P2360,AS06-Q0135,Q0135,AS06,AS06E11,BTM
P2361,AS06-Q0135,Q0135,AS06,AS06E12,RUNNER-UP
P2362,AS06-Q0067,Q0067,AS06,AS06E01,BTM
P2363,AS06-Q0067,Q0067,AS06,AS06E02,SAFE
P2364,AS06-Q0067,Q0067,AS06,AS06E03,WIN
P2365,AS06-Q0067,Q0067,AS06,AS06E04,HIGH
P2366,AS06-Q0067,Q0067,AS06,AS06E05,HIGH
P2367,AS06-Q0067,Q0067,AS06,AS06E06,SAFE
P2368,AS06-Q0067,Q0067,AS06,AS06E07,WIN
P2369,AS06-Q0067,Q0067,AS06,AS06E08,BTM
P2370,AS06-Q0067,Q0067,AS06,AS06E09,BTM
P2371,AS06-Q0067,Q0067,AS06,AS06E11,ELIM
P2372,AS06-Q0014,Q0014,AS06,AS06E01,HIGH
P2373,AS06-Q0014,Q0014,AS06,AS06E02,SAFE
P2374,AS06-Q0014,Q0014,AS06,AS06E03,HIGH
P2375,AS06-Q0014,Q0014,AS06,AS06E04,SAFE
P2376,AS06-Q0014,Q0014,AS06,AS06E05,SAFE
P2377,AS06-Q0014,Q0014,AS06,AS06E06,SAFE
P2378,AS06-Q0014,Q0014,AS06,AS06E07,BTM
P2379,AS06-Q0014,Q0014,AS06,AS06E08,ELIM
P2380,AS06-Q0149,Q0149,AS06,AS06E01,SAFE
P2381,AS06-Q0149,Q0149,AS06,AS06E02,SAFE
P2382,AS06-Q0149,Q0149,AS06,AS06E03,BTM
P2383,AS06-Q0149,Q0149,AS06,AS06E04,WIN
P2384,AS06-Q0149,Q0149,AS06,AS06E05,BTM
P2385,AS06-Q0149,Q0149,AS06,AS06E06,HIGH
P2386,AS06-Q0149,Q0149,AS06,AS06E07,ELIM
P2387,AS06-Q0130,Q0130,AS06,AS06E01,SAFE
P2388,AS06-Q0130,Q0130,AS06,AS06E02,LOW
P2389,AS06-Q0130,Q0130,AS06,AS06E03,BTM
P2390,AS06-Q0130,Q0130,AS06,AS06E04,BTM
P2391,AS06-Q0130,Q0130,AS06,AS06E05,HIGH
P2392,AS06-Q0130,Q0130,AS06,AS06E06,ELIM
P2393,AS06-Q0136,Q0136,AS06,AS06E01,SAFE
P2394,AS06-Q0136,Q0136,AS06,AS06E02,SAFE
P2395,AS06-Q0136,Q0136,AS06,AS06E03,SAFE
P2396,AS06-Q0136,Q0136,AS06,AS06E04,SAFE
P2397,AS06-Q0136,Q0136,AS06,AS06E05,ELIM
P2398,AS06-Q0025,Q0025,AS06,AS06E01,WIN
P2399,AS06-Q0025,Q0025,AS06,AS06E02,BTM
P2400,AS06-Q0025,Q0025,AS06,AS06E03,HIGH
P2401,AS06-Q0025,Q0025,AS06,AS06E04,ELIM
P2402,AS06-Q0131,Q0131,AS06,AS06E01,LOW
P2403,AS06-Q0131,Q0131,AS06,AS06E02,SAFE
P2404,AS06-Q0131,Q0131,AS06,AS06E03,ELIM
P2405,AS06-Q0131,Q0131,AS06,AS06E04,WIN
P2406,AS06-Q0131,Q0131,AS06,AS06E05,WIN
P2407,AS06-Q0131,Q0131,AS06,AS06E06,WIN
P2408,AS06-Q0131,Q0131,AS06,AS06E08,WIN
P2409,AS06-Q0131,Q0131,AS06,AS06E09,WIN
P2410,AS06-Q0041,Q0041,AS06,AS06E01,SAFE
P2411,AS06-Q0041,Q0041,AS06,AS06E02,ELIM
P2412,AS06-Q0041,Q0041,AS06,AS06E03,WIN
P2413,AS06-Q0059,Q0059,AS06,AS06E01,ELIM
P2414,AS07-Q0047,Q0047,AS07,AS07E01,SAFE
P2415,AS07-Q0047,Q0047,AS07,AS07E02,WIN
P2416,AS07-Q0047,Q0047,AS07,AS07E04,WIN
P2417,AS07-Q0047,Q0047,AS07,AS07E05,WIN
P2418,AS07-Q0047,Q0047,AS07,AS07E07,SAFE
P2419,AS07-Q0047,Q0047,AS07,AS07E08,SAFE
P2420,AS07-Q0047,Q0047,AS07,AS07E09,WIN
P2421,AS07-Q0047,Q0047,AS07,AS07E10,WIN
P2422,AS07-Q0047,Q0047,AS07,AS07E11,SAFE
P2423,AS07-Q0047,Q0047,AS07,AS07E12,WINNER
P2424,AS07-Q0119,Q0119,AS07,AS07E01,WIN
P2425,AS07-Q0119,Q0119,AS07,AS07E02,HIGH
P2426,AS07-Q0119,Q0119,AS07,AS07E03,SAFE
P2427,AS07-Q0119,Q0119,AS07,AS07E05,SAFE
P2428,AS07-Q0119,Q0119,AS07,AS07E06,HIGH
P2429,AS07-Q0119,Q0119,AS07,AS07E07,HIGH
P2430,AS07-Q0119,Q0119,AS07,AS07E08,SAFE
P2431,AS07-Q0119,Q0119,AS07,AS07E09,WIN
P2432,AS07-Q0119,Q0119,AS07,AS07E10,HIGH
P2433,AS07-Q0119,Q0119,AS07,AS07E11,WIN
P2434,AS07-Q0104,Q0104,AS07,AS07E01,HIGH
P2435,AS07-Q0104,Q0104,AS07,AS07E02,WIN
P2436,AS07-Q0104,Q0104,AS07,AS07E03,WIN
P2437,AS07-Q0104,Q0104,AS07,AS07E04,SAFE
P2438,AS07-Q0104,Q0104,AS07,AS07E05,SAFE
P2439,AS07-Q0104,Q0104,AS07,AS07E06,SAFE
P2440,AS07-Q0104,Q0104,AS07,AS07E07,WIN
P2441,AS07-Q0104,Q0104,AS07,AS07E08,HIGH
P2442,AS07-Q0104,Q0104,AS07,AS07E09,SAFE
P2443,AS07-Q0104,Q0104,AS07,AS07E10,WIN
P2444,AS07-Q0104,Q0104,AS07,AS07E11,SAFE
P2445,AS07-Q0103,Q0103,AS07,AS07E01,WIN
P2446,AS07-Q0103,Q0103,AS07,AS07E03,HIGH
P2447,AS07-Q0103,Q0103,AS07,AS07E04,SAFE
P2448,AS07-Q0103,Q0103,AS07,AS07E05,HIGH
P2449,AS07-Q0103,Q0103,AS07,AS07E06,HIGH
P2450,AS07-Q0103,Q0103,AS07,AS07E07,HIGH
P2451,AS07-Q0103,Q0103,AS07,AS07E08,SAFE
P2452,AS07-Q0103,Q0103,AS07,AS07E09,HIGH
P2453,AS07-Q0103,Q0103,AS07,AS07E10,SAFE
P2454,AS07-Q0103,Q0103,AS07,AS07E11,WIN
P2455,AS07-Q0022,Q0022,AS07,AS07E01,SAFE
P2456,AS07-Q0022,Q0022,AS07,AS07E02,HIGH
P2457,AS07-Q0022,Q0022,AS07,AS07E03,HIGH
P2458,AS07-Q0022,Q0022,AS07,AS07E04,HIGH
P2459,AS07-Q0022,Q0022,AS07,AS07E05,WIN
P2460,AS07-Q0022,Q0022,AS07,AS07E06,SAFE
P2461,AS07-Q0022,Q0022,AS07,AS07E07,SAFE
P2462,AS07-Q0022,Q0022,AS07,AS07E08,WIN
P2463,AS07-Q0022,Q0022,AS07,AS07E10,SAFE
P2464,AS07-Q0022,Q0022,AS07,AS07E11,HIGH
P2465,AS07-Q0022,Q0022,AS07,AS07E12,WINNER
P2466,AS07-Q0128,Q0128,AS07,AS07E01,HIGH
P2467,AS07-Q0128,Q0128,AS07,AS07E02,SAFE
P2468,AS07-Q0128,Q0128,AS07,AS07E03,SAFE
P2469,AS07-Q0128,Q0128,AS07,AS07E04,HIGH
P2470,AS07-Q0128,Q0128,AS07,AS07E05,SAFE
P2471,AS07-Q0128,Q0128,AS07,AS07E06,WIN
P2472,AS07-Q0128,Q0128,AS07,AS07E08,SAFE
P2473,AS07-Q0128,Q0128,AS07,AS07E09,HIGH
P2474,AS07-Q0128,Q0128,AS07,AS07E10,SAFE
P2475,AS07-Q0128,Q0128,AS07,AS07E11,HIGH
P2476,AS07-Q0144,Q0144,AS07,AS07E01,SAFE
P2477,AS07-Q0144,Q0144,AS07,AS07E02,SAFE
P2478,AS07-Q0144,Q0144,AS07,AS07E03,WIN
P2479,AS07-Q0144,Q0144,AS07,AS07E04,SAFE
P2480,AS07-Q0144,Q0144,AS07,AS07E05,SAFE
P2481,AS07-Q0144,Q0144,AS07,AS07E06,SAFE
P2482,AS07-Q0144,Q0144,AS07,AS07E07,WIN
P2483,AS07-Q0144,Q0144,AS07,AS07E08,HIGH
P2484,AS07-Q0144,Q0144,AS07,AS07E09,SAFE
P2485,AS07-Q0144,Q0144,AS07,AS07E10,SAFE
P2486,AS07-Q0144,Q0144,AS07,AS07E11,SAFE
P2487,AS07-Q0240,Q0240,AS07,AS07E01,SAFE
P2488,AS07-Q0240,Q0240,AS07,AS07E02,SAFE
P2489,AS07-Q0240,Q0240,AS07,AS07E03,SAFE
P2490,AS07-Q0240,Q0240,AS07,AS07E04,WIN
P2491,AS07-Q0240,Q0240,AS07,AS07E05,HIGH
P2492,AS07-Q0240,Q0240,AS07,AS07E06,WIN
P2493,AS07-Q0240,Q0240,AS07,AS07E07,SAFE
P2494,AS07-Q0240,Q0240,AS07,AS07E08,WIN
P2495,AS07-Q0240,Q0240,AS07,AS07E09,SAFE
P2496,AS07-Q0240,Q0240,AS07,AS07E10,HIGH
P2497,AS07-Q0240,Q0240,AS07,AS07E11,SAFE
P2498,AS08-Q0241,Q0241,AS08,AS08E01,SAFE
P2499,AS08-Q0241,Q0241,AS08,AS08E02,WIN
P2500,AS08-Q0241,Q0241,AS08,AS08E03,HIGH
P2501,AS08-Q0241,Q0241,AS08,AS08E04,WIN
P2502,AS08-Q0241,Q0241,AS08,AS08E05,WIN
P2503,AS08-Q0241,Q0241,AS08,AS08E06,SAFE
P2504,AS08-Q0241,Q0241,AS08,AS08E07,HIGH
P2505,AS08-Q0241,Q0241,AS08,AS08E08,HIGH
P2506,AS08-Q0241,Q0241,AS08,AS08E09,WIN
P2507,AS08-Q0241,Q0241,AS08,AS08E10,BTM
P2508,AS08-Q0241,Q0241,AS08,AS08E12,WINNER
P2509,AS08-Q0156,Q0156,AS08,AS08E01,SAFE
P2510,AS08-Q0156,Q0156,AS08,AS08E02,SAFE
P2511,AS08-Q0156,Q0156,AS08,AS08E03,HIGH
P2512,AS08-Q0156,Q0156,AS08,AS08E04,HIGH
P2513,AS08-Q0156,Q0156,AS08,AS08E05,SAFE
P2514,AS08-Q0156,Q0156,AS08,AS08E06,WIN
P2515,AS08-Q0156,Q0156,AS08,AS08E07,SAFE
P2516,AS08-Q0156,Q0156,AS08,AS08E08,BTM
P2517,AS08-Q0156,Q0156,AS08,AS08E09,BTM
P2518,AS08-Q0156,Q0156,AS08,AS08E10,WIN
P2519,AS08-Q0156,Q0156,AS08,AS08E12,RUNNER-UP
P2520,AS08-Q0015,Q0015,AS08,AS08E01,SAFE
P2521,AS08-Q0015,Q0015,AS08,AS08E02,SAFE
P2522,AS08-Q0015,Q0015,AS08,AS08E03,WIN
P2523,AS08-Q0015,Q0015,AS08,AS08E04,HIGH
P2524,AS08-Q0015,Q0015,AS08,AS08E05,BTM
P2525,AS08-Q0015,Q0015,AS08,AS08E06,HIGH
P2526,AS08-Q0015,Q0015,AS08,AS08E07,HIGH
P2527,AS08-Q0015,Q0015,AS08,AS08E08,HIGH
P2528,AS08-Q0015,Q0015,AS08,AS08E09,BTM
P2529,AS08-Q0015,Q0015,AS08,AS08E10,ELIM
P2530,AS08-Q0015,Q0015,AS08,AS08E11,SAFE
P2531,AS08-Q0015,Q0015,AS08,AS08E12,GUEST
P2532,AS08-Q0105,Q0105,AS08,AS08E01,HIGH
P2533,AS08-Q0105,Q0105,AS08,AS08E02,SAFE
P2534,AS08-Q0105,Q0105,AS08,AS08E03,SAFE
P2535,AS08-Q0105,Q0105,AS08,AS08E04,BTM
P2536,AS08-Q0105,Q0105,AS08,AS08E05,HIGH
P2537,AS08-Q0105,Q0105,AS08,AS08E06,SAFE
P2538,AS08-Q0105,Q0105,AS08,AS08E07,BTM
P2539,AS08-Q0105,Q0105,AS08,AS08E08,WIN
P2540,AS08-Q0105,Q0105,AS08,AS08E09,ELIM
P2541,AS08-Q0105,Q0105,AS08,AS08E11,SAFE
P2542,AS08-Q0105,Q0105,AS08,AS08E12,GUEST
P2543,AS08-Q0164,Q0164,AS08,AS08E01,HIGH
P2544,AS08-Q0164,Q0164,AS08,AS08E02,SAFE
P2545,AS08-Q0164,Q0164,AS08,AS08E03,HIGH
P2546,AS08-Q0164,Q0164,AS08,AS08E04,SAFE
P2547,AS08-Q0164,Q0164,AS08,AS08E05,SAFE
P2548,AS08-Q0164,Q0164,AS08,AS08E06,HIGH
P2549,AS08-Q0164,Q0164,AS08,AS08E07,WIN
P2550,AS08-Q0164,Q0164,AS08,AS08E08,ELIM
P2551,AS08-Q0164,Q0164,AS08,AS08E11,WIN
P2552,AS08-Q0140,Q0140,AS08,AS08E01,WIN
P2553,AS08-Q0140,Q0140,AS08,AS08E02,BTM
P2554,AS08-Q0140,Q0140,AS08,AS08E03,SAFE
P2555,AS08-Q0140,Q0140,AS08,AS08E04,SAFE
P2556,AS08-Q0140,Q0140,AS08,AS08E05,BTM
P2557,AS08-Q0140,Q0140,AS08,AS08E06,BTM
P2558,AS08-Q0140,Q0140,AS08,AS08E07,ELIM
P2559,AS08-Q0140,Q0140,AS08,AS08E11,SAFE
P2560,AS08-Q0140,Q0140,AS08,AS08E12,GUEST
P2561,AS08-Q0114,Q0114,AS08,AS08E01,HIGH
P2562,AS08-Q0114,Q0114,AS08,AS08E02,HIGH
P2563,AS08-Q0114,Q0114,AS08,AS08E03,SAFE
P2564,AS08-Q0114,Q0114,AS08,AS08E04,BTM
P2565,AS08-Q0114,Q0114,AS08,AS08E05,HIGH
P2566,AS08-Q0114,Q0114,AS08,AS08E06,ELIM
P2567,AS08-Q0114,Q0114,AS08,AS08E11,WIN
P2568,AS08-Q0114,Q0114,AS08,AS08E12,GUEST
P2569,AS08-Q0147,Q0147,AS08,AS08E01,SAFE
P2570,AS08-Q0147,Q0147,AS08,AS08E02,HIGH
P2571,AS08-Q0147,Q0147,AS08,AS08E03,SAFE
P2572,AS08-Q0147,Q0147,AS08,AS08E04,SAFE
P2573,AS08-Q0064,Q0064,AS08,AS08E01,BTM
P2574,AS08-Q0064,Q0064,AS08,AS08E02,SAFE
P2575,AS08-Q0064,Q0064,AS08,AS08E03,BTM
P2576,AS08-Q0064,Q0064,AS08,AS08E04,ELIM
P2577,AS08-Q0064,Q0064,AS08,AS08E11,SAFE
P2578,AS08-Q0064,Q0064,AS08,AS08E12,GUEST
P2579,AS08-Q0085,Q0085,AS08,AS08E01,SAFE
P2580,AS08-Q0085,Q0085,AS08,AS08E02,SAFE
P2581,AS08-Q0085,Q0085,AS08,AS08E03,ELIM
P2582,AS08-Q0085,Q0085,AS08,AS08E11,SAFE
P2583,AS08-Q0085,Q0085,AS08,AS08E12,GUEST
P2584,AS08-Q0097,Q0097,AS08,AS08E01,SAFE
P2585,AS08-Q0097,Q0097,AS08,AS08E02,ELIM
P2586,AS08-Q0097,Q0097,AS08,AS08E11,SAFE
P2587,AS08-Q0097,Q0097,AS08,AS08E12,GUEST
P2588,AS08-Q0058,Q0058,AS08,AS08E01,ELIM
P2589,AS08-Q0058,Q0058,AS08,AS08E11,SAFE
P2590,AS08-Q0058,Q0058,AS08,AS08E12,GUEST
P2591,AS09-Q0170,Q0170,AS09,AS09E01,WIN
P2592,AS09-Q0170,Q0170,AS09,AS09E03,HIGH
P2593,AS09-Q0170,Q0170,AS09,AS09E04,HIGH
P2594,AS09-Q0170,Q0170,AS09,AS09E05,HIGH
P2595,AS09-Q0170,Q0170,AS09,AS09E06,WIN
P2596,AS09-Q0170,Q0170,AS09,AS09E07,WIN
P2597,AS09-Q0170,Q0170,AS09,AS09E09,SAFE
P2598,AS09-Q0170,Q0170,AS09,AS09E10,HIGH
P2599,AS09-Q0049,Q0049,AS09,AS09E02,HIGH
P2600,AS09-Q0049,Q0049,AS09,AS09E03,SAFE
P2601,AS09-Q0049,Q0049,AS09,AS09E04,WIN
P2602,AS09-Q0049,Q0049,AS09,AS09E05,WIN
P2603,AS09-Q0049,Q0049,AS09,AS09E06,HIGH
P2604,AS09-Q0049,Q0049,AS09,AS09E07,SAFE
P2605,AS09-Q0049,Q0049,AS09,AS09E08,WIN
P2606,AS09-Q0049,Q0049,AS09,AS09E09,SAFE
P2607,AS09-Q0049,Q0049,AS09,AS09E10,WIN
P2608,AS09-Q0127,Q0127,AS09,AS09E01,HIGH
P2609,AS09-Q0127,Q0127,AS09,AS09E02,SAFE
P2610,AS09-Q0127,Q0127,AS09,AS09E03,SAFE
P2611,AS09-Q0127,Q0127,AS09,AS09E04,WIN
P2612,AS09-Q0127,Q0127,AS09,AS09E05,HIGH
P2613,AS09-Q0127,Q0127,AS09,AS09E06,SAFE
P2614,AS09-Q0127,Q0127,AS09,AS09E07,HIGH
P2615,AS09-Q0127,Q0127,AS09,AS09E08,SAFE
P2616,AS09-Q0127,Q0127,AS09,AS09E09,HIGH
P2617,AS09-Q0127,Q0127,AS09,AS09E10,HIGH
P2618,AS09-Q0157,Q0157,AS09,AS09E01,SAFE
P2619,AS09-Q0157,Q0157,AS09,AS09E02,WIN
P2620,AS09-Q0157,Q0157,AS09,AS09E03,WIN
P2621,AS09-Q0157,Q0157,AS09,AS09E04,HIGH
P2622,AS09-Q0157,Q0157,AS09,AS09E06,SAFE
P2623,AS09-Q0157,Q0157,AS09,AS09E07,HIGH
P2624,AS09-Q0157,Q0157,AS09,AS09E08,HIGH
P2625,AS09-Q0157,Q0157,AS09,AS09E09,SAFE
P2626,AS09-Q0157,Q0157,AS09,AS09E10,SAFE
P2627,AS09-Q0174,Q0174,AS09,AS09E01,WIN
P2628,AS09-Q0174,Q0174,AS09,AS09E02,SAFE
P2629,AS09-Q0174,Q0174,AS09,AS09E04,HIGH
P2630,AS09-Q0174,Q0174,AS09,AS09E05,SAFE
P2631,AS09-Q0174,Q0174,AS09,AS09E06,HIGH
P2632,AS09-Q0174,Q0174,AS09,AS09E07,SAFE
P2633,AS09-Q0174,Q0174,AS09,AS09E08,SAFE
P2634,AS09-Q0174,Q0174,AS09,AS09E09,WIN
P2635,AS09-Q0174,Q0174,AS09,AS09E10,SAFE
P2636,AS09-Q0132,Q0132,AS09,AS09E01,SAFE
P2637,AS09-Q0132,Q0132,AS09,AS09E02,SAFE
P2638,AS09-Q0132,Q0132,AS09,AS09E03,WIN
P2639,AS09-Q0132,Q0132,AS09,AS09E04,HIGH
P2640,AS09-Q0132,Q0132,AS09,AS09E05,HIGH
P2641,AS09-Q0132,Q0132,AS09,AS09E06,SAFE
P2642,AS09-Q0132,Q0132,AS09,AS09E07,WIN
P2643,AS09-Q0132,Q0132,AS09,AS09E08,HIGH
