progression_id,contestant_id,queen_id,season_id,episode_id,status
P0001,US01-Q0001,Q0001,US01,US01E01,SAFE
P0002,US01-Q0002,Q0002,US01,US01E01,WIN
P0003,US01-Q0003,Q0003,US01,US01E01,LOW
P0004,US01-Q0004,Q0004,US01,US01E01,SAFE
P0005,US01-Q0005,Q0005,US01,US01E01,HIGH
P0006,US01-Q0006,Q0006,US01,US01E01,SAFE
P0007,US01-Q0007,Q0007,US01,US01E01,BTM
P0008,US01-Q0008,Q0008,US01,US01E01,SAFE
P0009,US01-Q0009,Q0009,US01,US01E01,ELIM
P0010,US01-Q0001,Q0001,US01,US01E02,SAFE
P0011,US01-Q0002,Q0002,US01,US01E02,SAFE
P0012,US01-Q0003,Q0003,US01,US01E02,SAFE
P0013,US01-Q0004,Q0004,US01,US01E02,SAFE
P0014,US01-Q0005,Q0005,US01,US01E02,WIN
P0015,US01-Q0006,Q0006,US01,US01E02,SAFE
P0016,US01-Q0007,Q0007,US01,US01E02,BTM
P0017,US01-Q0008,Q0008,US01,US01E02,ELIM
P0018,US01-Q0001,Q0001,US01,US01E03,WIN
P0019,US01-Q0002,Q0002,US01,US01E03,HIGH
P0020,US01-Q0003,Q0003,US01,US01E03,HIGH
P0021,US01-Q0004,Q0004,US01,US01E03,BTM
P0022,US01-Q0005,Q0005,US01,US01E03,HIGH
P0023,US01-Q0006,Q0006,US01,US01E03,LOW
P0024,US01-Q0007,Q0007,US01,US01E03,ELIM
P0025,US01-Q0001,Q0001,US01,US01E04,HIGH
P0026,US01-Q0002,Q0002,US01,US01E04,HIGH
P0027,US01-Q0003,Q0003,US01,US01E04,BTM
P0028,US01-Q0004,Q0004,US01,US01E04,LOW
P0029,US01-Q0005,Q0005,US01,US01E04,WIN
P0030,US01-Q0006,Q0006,US01,US01E04,ELIM
P0031,US01-Q0001,Q0001,US01,US01E05,BTM
P0032,US01-Q0002,Q0002,US01,US01E05,LOW
P0033,US01-Q0003,Q0003,US01,US01E05,WIN
P0034,US01-Q0004,Q0004,US01,US01E05,HIGH
P0035,US01-Q0005,Q0005,US01,US01E05,ELIM
P0036,US01-Q0001,Q0001,US01,US01E06,WIN
P0037,US01-Q0002,Q0002,US01,US01E06,HIGH
P0038,US01-Q0003,Q0003,US01,US01E06,BTM
P0039,US01-Q0004,Q0004,US01,US01E06,ELIM
P0040,US01-Q0001,Q0001,US01,US01E08,WINNER
P0041,US01-Q0002,Q0002,US01,US01E08,RUNNER-UP
P0042,US01-Q0003,Q0003,US01,US01E08,ELIM
P0043,US02-Q0010,Q0010,US02,US02E01,HIGH
P0044,US02-Q0011,Q0011,US02,US02E01,SAFE
P0045,US02-Q0012,Q0012,US02,US02E01,SAFE
P0046,US02-Q0013,Q0013,US02,US02E01,SAFE
P0047,US02-Q0014,Q0014,US02,US02E01,HIGH
P0048,US02-Q0015,Q0015,US02,US02E01,SAFE
P0049,US02-Q0016,Q0016,US02,US02E01,BTM
P0050,US02-Q0017,Q0017,US02,US02E01,WIN
P0051,US02-Q0018,Q0018,US02,US02E01,SAFE
P0052,US02-Q0019,Q0019,US02,US02E01,LOW
P0053,US02-Q0020,Q0020,US02,US02E01,SAFE
P0054,US02-Q0021,Q0021,US02,US02E01,ELIM
P0055,US02-Q0010,Q0010,US02,US02E02,SAFE
P0056,US02-Q0011,Q0011,US02,US02E02,BTM
P0057,US02-Q0012,Q0012,US02,US02E02,SAFE
P0058,US02-Q0013,Q0013,US02,US02E02,SAFE
P0059,US02-Q0014,Q0014,US02,US02E02,SAFE
P0060,US02-Q0015,Q0015,US02,US02E02,SAFE
P0061,US02-Q0016,Q0016,US02,US02E02,WIN
P0062,US02-Q0017,Q0017,US02,US02E02,SAFE
P0063,US02-Q0018,Q0018,US02,US02E02,LOW
P0064,US02-Q0019,Q0019,US02,US02E02,SAFE
P0065,US02-Q0020,Q0020,US02,US02E02,ELIM
P0066,US02-Q0010,Q0010,US02,US02E03,WIN
P0067,US02-Q0011,Q0011,US02,US02E03,BTM
P0068,US02-Q0012,Q0012,US02,US02E03,SAFE
P0069,US02-Q0013,Q0013,US02,US02E03,SAFE
P0070,US02-Q0014,Q0014,US02,US02E03,HIGH
P0071,US02-Q0015,Q0015,US02,US02E03,HIGH
P0072,US02-Q0016,Q0016,US02,US02E03,SAFE
P0073,US02-Q0017,Q0017,US02,US02E03,SAFE
P0074,US02-Q0018,Q0018,US02,US02E03,SAFE
P0075,US02-Q0019,Q0019,US02,US02E03,ELIM
P0076,US02-Q0010,Q0010,US02,US02E04,SAFE
P0077,US02-Q0011,Q0011,US02,US02E04,SAFE
P0078,US02-Q0012,Q0012,US02,US02E04,LOW
P0079,US02-Q0013,Q0013,US02,US02E04,WIN
P0080,US02-Q0014,Q0014,US02,US02E04,HIGH
P0081,US02-Q0015,Q0015,US02,US02E04,SAFE
P0082,US02-Q0016,Q0016,US02,US02E04,SAFE
P0083,US02-Q0017,Q0017,US02,US02E04,BTM
P0084,US02-Q0018,Q0018,US02,US02E04,ELIM
P0085,US02-Q0010,Q0010,US02,US02E05,WIN
P0086,US02-Q0011,Q0011,US02,US02E05,HIGH
P0087,US02-Q0012,Q0012,US02,US02E05,HIGH
P0088,US02-Q0013,Q0013,US02,US02E05,LOW
P0089,US02-Q0014,Q0014,US02,US02E05,SAFE
P0090,US02-Q0015,Q0015,US02,US02E05,HIGH
P0091,US02-Q0016,Q0016,US02,US02E05,BTM
P0092,US02-Q0017,Q0017,US02,US02E05,ELIM
P0093,US02-Q0010,Q0010,US02,US02E06,LOW
P0094,US02-Q0011,Q0011,US02,US02E06,HIGH
P0095,US02-Q0012,Q0012,US02,US02E06,BTM
P0096,US02-Q0013,Q0013,US02,US02E06,SAFE
P0097,US02-Q0014,Q0014,US02,US02E06,HIGH
P0098,US02-Q0015,Q0015,US02,US02E06,WIN
P0099,US02-Q0016,Q0016,US02,US02E06,ELIM
P0100,US02-Q0010,Q0010,US02,US02E07,HIGH
P0101,US02-Q0011,Q0011,US02,US02E07,WIN
P0102,US02-Q0012,Q0012,US02,US02E07,HIGH
P0103,US02-Q0013,Q0013,US02,US02E07,BTM
P0104,US02-Q0014,Q0014,US02,US02E07,LOW
P0105,US02-Q0015,Q0015,US02,US02E07,ELIM
P0106,US02-Q0010,Q0010,US02,US02E08,HIGH
P0107,US02-Q0011,Q0011,US02,US02E08,WIN
P0108,US02-Q0012,Q0012,US02,US02E08,BTM
P0109,US02-Q0013,Q0013,US02,US02E08,HIGH
P0110,US02-Q0014,Q0014,US02,US02E08,ELIM
P0111,US02-Q0010,Q0010,US02,US02E09,WIN
P0112,US02-Q0011,Q0011,US02,US02E09,HIGH
P0113,US02-Q0012,Q0012,US02,US02E09,BTM
P0114,US02-Q0013,Q0013,US02,US02E09,ELIM
P0115,US02-Q0010,Q0010,US02,US02E11,WINNER
P0116,US02-Q0011,Q0011,US02,US02E11,RUNNER-UP
P0117,US02-Q0012,Q0012,US02,US02E11,ELIM
P0118,US03-Q0022,Q0022,US03,US03E02,WIN
P0119,US03-Q0023,Q0023,US03,US03E02,HIGH
P0120,US03-Q0024,Q0024,US03,US03E02,SAFE
P0121,US03-Q0025,Q0025,US03,US03E02,SAFE
P0122,US03-Q0026,Q0026,US03,US03E02,LOW
P0123,US03-Q0021,Q0021,US03,US03E02,BTM
P0124,US03-Q0027,Q0027,US03,US03E02,SAFE
P0125,US03-Q0028,Q0028,US03,US03E02,SAFE
P0126,US03-Q0029,Q0029,US03,US03E02,SAFE
P0127,US03-Q0030,Q0030,US03,US03E02,SAFE
P0128,US03-Q0031,Q0031,US03,US03E02,HIGH
P0129,US03-Q0032,Q0032,US03,US03E02,SAFE
P0130,US03-Q0033,Q0033,US03,US03E02,ELIM
P0131,US03-Q0022,Q0022,US03,US03E03,SAFE
P0132,US03-Q0023,Q0023,US03,US03E03,SAFE
P0133,US03-Q0024,Q0024,US03,US03E03,WIN
P0134,US03-Q0025,Q0025,US03,US03E03,SAFE
P0135,US03-Q0026,Q0026,US03,US03E03,LOW
P0136,US03-Q0021,Q0021,US03,US03E03,WIN
P0137,US03-Q0027,Q0027,US03,US03E03,BTM
P0138,US03-Q0028,Q0028,US03,US03E03,SAFE
P0139,US03-Q0029,Q0029,US03,US03E03,SAFE
P0140,US03-Q0030,Q0030,US03,US03E03,SAFE
P0141,US03-Q0031,Q0031,US03,US03E03,SAFE
P0142,US03-Q0032,Q0032,US03,US03E03,ELIM
P0143,US03-Q0022,Q0022,US03,US03E04,SAFE
P0144,US03-Q0023,Q0023,US03,US03E04,SAFE
P0145,US03-Q0024,Q0024,US03,US03E04,WIN
P0146,US03-Q0025,Q0025,US03,US03E04,HIGH
P0147,US03-Q0026,Q0026,US03,US03E04,SAFE
P0148,US03-Q0021,Q0021,US03,US03E04,SAFE
P0149,US03-Q0027,Q0027,US03,US03E04,SAFE
P0150,US03-Q0028,Q0028,US03,US03E04,HIGH
P0151,US03-Q0029,Q0029,US03,US03E04,LOW
P0152,US03-Q0030,Q0030,US03,US03E04,BTM
P0153,US03-Q0031,Q0031,US03,US03E04,ELIM
P0154,US03-Q0022,Q0022,US03,US03E05,SAFE
P0155,US03-Q0023,Q0023,US03,US03E05,WIN
P0156,US03-Q0024,Q0024,US03,US03E05,SAFE
P0157,US03-Q0025,Q0025,US03,US03E05,SAFE
P0158,US03-Q0026,Q0026,US03,US03E05,SAFE
P0159,US03-Q0021,Q0021,US03,US03E05,HIGH
P0160,US03-Q0027,Q0027,US03,US03E05,SAFE
P0161,US03-Q0028,Q0028,US03,US03E05,BTM
P0162,US03-Q0029,Q0029,US03,US03E05,LOW
P0163,US03-Q0030,Q0030,US03,US03E05,ELIM
P0164,US03-Q0022,Q0022,US03,US03E06,HIGH
P0165,US03-Q0023,Q0023,US03,US03E06,SAFE
P0166,US03-Q0024,Q0024,US03,US03E06,HIGH
P0167,US03-Q0025,Q0025,US03,US03E06,LOW
P0168,US03-Q0026,Q0026,US03,US03E06,SAFE
P0169,US03-Q0021,Q0021,US03,US03E06,SAFE
P0170,US03-Q0027,Q0027,US03,US03E06,BTM
P0171,US03-Q0028,Q0028,US03,US03E06,WIN
P0172,US03-Q0029,Q0029,US03,US03E06,ELIM
P0173,US03-Q0022,Q0022,US03,US03E07,WIN
P0174,US03-Q0023,Q0023,US03,US03E07,HIGH
P0175,US03-Q0024,Q0024,US03,US03E07,BTM
P0176,US03-Q0025,Q0025,US03,US03E07,HIGH
P0177,US03-Q0026,Q0026,US03,US03E07,LOW
P0178,US03-Q0021,Q0021,US03,US03E07,LOW
P0179,US03-Q0027,Q0027,US03,US03E07,HIGH
P0180,US03-Q0028,Q0028,US03,US03E07,ELIM
P0181,US03-Q0022,Q0022,US03,US03E08,HIGH
P0182,US03-Q0023,Q0023,US03,US03E08,BTM
P0183,US03-Q0024,Q0024,US03,US03E08,LOW
P0184,US03-Q0025,Q0025,US03,US03E08,HIGH
P0185,US03-Q0026,Q0026,US03,US03E08,HIGH
P0186,US03-Q0021,Q0021,US03,US03E08,WIN
P0187,US03-Q0027,Q0027,US03,US03E08,ELIM
P0188,US03-Q0022,Q0022,US03,US03E09,LOW
P0189,US03-Q0023,Q0023,US03,US03E09,LOW
P0190,US03-Q0024,Q0024,US03,US03E09,WIN
P0191,US03-Q0025,Q0025,US03,US03E09,BTM
P0192,US03-Q0026,Q0026,US03,US03E09,BTM
P0193,US03-Q0021,Q0021,US03,US03E09,HIGH
P0194,US03-Q0022,Q0022,US03,US03E10,WIN
P0195,US03-Q0023,Q0023,US03,US03E10,HIGH
P0196,US03-Q0024,Q0024,US03,US03E10,LOW
P0197,US03-Q0025,Q0025,US03,US03E10,HIGH
P0198,US03-Q0026,Q0026,US03,US03E10,ELIM
P0199,US03-Q0021,Q0021,US03,US03E10,BTM
P0200,US03-Q0022,Q0022,US03,US03E11,HIGH
P0201,US03-Q0023,Q0023,US03,US03E11,HIGH
P0202,US03-Q0024,Q0024,US03,US03E11,BTM
P0203,US03-Q0025,Q0025,US03,US03E11,WIN
P0204,US03-Q0021,Q0021,US03,US03E11,ELIM
P0205,US03-Q0022,Q0022,US03,US03E12,BTM
P0206,US03-Q0023,Q0023,US03,US03E12,WIN
P0207,US03-Q0024,Q0024,US03,US03E12,HIGH
P0208,US03-Q0025,Q0025,US03,US03E12,LOW
P0209,US03-Q0026,Q0026,US03,US03E12,ELIM
P0210,US03-Q0022,Q0022,US03,US03E13,HIGH
P0211,US03-Q0023,Q0023,US03,US03E13,WIN
P0212,US03-Q0024,Q0024,US03,US03E13,BTM
P0213,US03-Q0025,Q0025,US03,US03E13,ELIM
P0214,US03-Q0022,Q0022,US03,US03E15,WINNER
P0215,US03-Q0023,Q0023,US03,US03E15,RUNNER-UP
P0216,US03-Q0024,Q0024,US03,US03E15,ELIM
P0217,US04-Q0034,Q0034,US04,US04E01,WIN
P0218,US04-Q0035,Q0035,US04,US04E01,SAFE
P0219,US04-Q0036,Q0036,US04,US04E01,SAFE
P0220,US04-Q0037,Q0037,US04,US04E01,SAFE
P0221,US04-Q0038,Q0038,US04,US04E01,LOW
P0222,US04-Q0039,Q0039,US04,US04E01,SAFE
P0223,US04-Q0040,Q0040,US04,US04E01,SAFE
P0224,US04-Q0041,Q0041,US04,US04E01,BTM
P0225,US04-Q0042,Q0042,US04,US04E01,SAFE
P0226,US04-Q0043,Q0043,US04,US04E01,SAFE
P0227,US04-Q0044,Q0044,US04,US04E01,HIGH
P0228,US04-Q0045,Q0045,US04,US04E01,HIGH
P0229,US04-Q0046,Q0046,US04,US04E01,ELIM
P0230,US04-Q0034,Q0034,US04,US04E02,SAFE
P0231,US04-Q0035,Q0035,US04,US04E02,WIN
P0232,US04-Q0036,Q0036,US04,US04E02,HIGH
P0233,US04-Q0037,Q0037,US04,US04E02,HIGH
P0234,US04-Q0038,Q0038,US04,US04E02,HIGH
P0235,US04-Q0039,Q0039,US04,US04E02,LOW
P0236,US04-Q0040,Q0040,US04,US04E02,SAFE
P0237,US04-Q0041,Q0041,US04,US04E02,SAFE
P0238,US04-Q0042,Q0042,US04,US04E02,SAFE
P0239,US04-Q0043,Q0043,US04,US04E02,WIN
P0240,US04-Q0044,Q0044,US04,US04E02,BTM
P0241,US04-Q0045,Q0045,US04,US04E02,ELIM
P0242,US04-Q0034,Q0034,US04,US04E03,WIN
P0243,US04-Q0035,Q0035,US04,US04E03,HIGH
P0244,US04-Q0036,Q0036,US04,US04E03,SAFE
P0245,US04-Q0037,Q0037,US04,US04E03,SAFE
P0246,US04-Q0038,Q0038,US04,US04E03,HIGH
P0247,US04-Q0039,Q0039,US04,US04E03,BTM
P0248,US04-Q0040,Q0040,US04,US04E03,SAFE
P0249,US04-Q0041,Q0041,US04,US04E03,SAFE
P0250,US04-Q0042,Q0042,US04,US04E03,SAFE
P0251,US04-Q0043,Q0043,US04,US04E03,LOW
P0252,US04-Q0044,Q0044,US04,US04E03,ELIM
P0253,US04-Q0034,Q0034,US04,US04E04,SAFE
P0254,US04-Q0035,Q0035,US04,US04E04,SAFE
P0255,US04-Q0036,Q0036,US04,US04E04,SAFE
P0256,US04-Q0037,Q0037,US04,US04E04,WIN
P0257,US04-Q0038,Q0038,US04,US04E04,LOW
P0258,US04-Q0039,Q0039,US04,US04E04,SAFE
P0259,US04-Q0040,Q0040,US04,US04E04,SAFE
P0260,US04-Q0041,Q0041,US04,US04E04,SAFE
P0261,US04-Q0042,Q0042,US04,US04E04,BTM
P0262,US04-Q0043,Q0043,US04,US04E04,ELIM
P0263,US04-Q0034,Q0034,US04,US04E05,HIGH
P0264,US04-Q0035,Q0035,US04,US04E05,WIN
P0265,US04-Q0036,Q0036,US04,US04E05,LOW
P0266,US04-Q0037,Q0037,US04,US04E05,SAFE
P0267,US04-Q0038,Q0038,US04,US04E05,ELIM
P0268,US04-Q0039,Q0039,US04,US04E05,SAFE
P0269,US04-Q0040,Q0040,US04,US04E05,HIGH
P0270,US04-Q0041,Q0041,US04,US04E05,SAFE
P0271,US04-Q0042,Q0042,US04,US04E05,BTM
P0272,US04-Q0034,Q0034,US04,US04E06,SAFE
P0273,US04-Q0035,Q0035,US04,US04E06,SAFE
P0274,US04-Q0036,Q0036,US04,US04E06,HIGH
P0275,US04-Q0037,Q0037,US04,US04E06,HIGH
P0276,US04-Q0039,Q0039,US04,US04E06,LOW
P0277,US04-Q0040,Q0040,US04,US04E06,WIN
P0278,US04-Q0041,Q0041,US04,US04E06,BTM
P0279,US04-Q0042,Q0042,US04,US04E06,ELIM
P0280,US04-Q0034,Q0034,US04,US04E07,HIGH
P0281,US04-Q0035,Q0035,US04,US04E07,LOW
P0282,US04-Q0036,Q0036,US04,US04E07,WIN
P0283,US04-Q0037,Q0037,US04,US04E07,LOW
P0284,US04-Q0039,Q0039,US04,US04E07,SAFE
P0285,US04-Q0040,Q0040,US04,US04E07,BTM
P0286,US04-Q0041,Q0041,US04,US04E07,ELIM
P0287,US04-Q0034,Q0034,US04,US04E08,BTM
P0288,US04-Q0035,Q0035,US04,US04E08,SAFE
P0289,US04-Q0036,Q0036,US04,US04E08,BTM
P0290,US04-Q0037,Q0037,US04,US04E08,WIN
P0291,US04-Q0039,Q0039,US04,US04E08,SAFE
P0292,US04-Q0040,Q0040,US04,US04E08,WIN
P0293,US04-Q0034,Q0034,US04,US04E09,WIN
P0294,US04-Q0035,Q0035,US04,US04E09,HIGH
P0295,US04-Q0036,Q0036,US04,US04E09,LOW
P0296,US04-Q0037,Q0037,US04,US04E09,BTM
P0297,US04-Q0039,Q0039,US04,US04E09,ELIM
P0298,US04-Q0034,Q0034,US04,US04E10,LOW
P0299,US04-Q0035,Q0035,US04,US04E10,HIGH
P0300,US04-Q0036,Q0036,US04,US04E10,WIN
P0301,US04-Q0037,Q0037,US04,US04E10,BTM
P0302,US04-Q0038,Q0038,US04,US04E10,ELIM
P0303,US04-Q0034,Q0034,US04,US04E11,WIN
P0304,US04-Q0035,Q0035,US04,US04E11,BTM
P0305,US04-Q0036,Q0036,US04,US04E11,HIGH
P0306,US04-Q0037,Q0037,US04,US04E11,ELIM
P0307,US04-Q0034,Q0034,US04,US04E14,WINNER
P0308,US04-Q0035,Q0035,US04,US04E14,RUNNER-UP
P0309,US04-Q0036,Q0036,US04,US04E14,RUNNER-UP
P0310,US05-Q0047,Q0047,US05,US05E01,SAFE
P0311,US05-Q0048,Q0048,US05,US05E01,HIGH
P0312,US05-Q0049,Q0049,US05,US05E01,WIN
P0313,US05-Q0050,Q0050,US05,US05E01,SAFE
P0314,US05-Q0051,Q0051,US05,US05E01,SAFE
P0315,US05-Q0052,Q0052,US05,US05E01,SAFE
P0316,US05-Q0053,Q0053,US05,US05E01,HIGH
P0317,US05-Q0054,Q0054,US05,US05E01,LOW
P0318,US05-Q0055,Q0055,US05,US05E01,HIGH
P0319,US05-Q0057,Q0057,US05,US05E01,SAFE
P0320,US05-Q0056,Q0056,US05,US05E01,SAFE
P0321,US05-Q0058,Q0058,US05,US05E01,SAFE
P0322,US05-Q0059,Q0059,US05,US05E01,BTM
P0323,US05-Q0060,Q0060,US05,US05E01,BTM
P0324,US05-Q0047,Q0047,US05,US05E02,HIGH
P0325,US05-Q0048,Q0048,US05,US05E02,SAFE
P0326,US05-Q0049,Q0049,US05,US05E02,SAFE
P0327,US05-Q0050,Q0050,US05,US05E02,SAFE
P0328,US05-Q0051,Q0051,US05,US05E02,HIGH
P0329,US05-Q0052,Q0052,US05,US05E02,HIGH
P0330,US05-Q0053,Q0053,US05,US05E02,SAFE
P0331,US05-Q0054,Q0054,US05,US05E02,HIGH
P0332,US05-Q0055,Q0055,US05,US05E02,WIN
P0333,US05-Q0057,Q0057,US05,US05E02,SAFE
P0334,US05-Q0056,Q0056,US05,US05E02,SAFE
P0335,US05-Q0058,Q0058,US05,US05E02,BTM
P0336,US05-Q0059,Q0059,US05,US05E02,BTM
P0337,US05-Q0047,Q0047,US05,US05E03,HIGH
P0338,US05-Q0048,Q0048,US05,US05E03,LOW
P0339,US05-Q0049,Q0049,US05,US05E03,HIGH
P0340,US05-Q0050,Q0050,US05,US05E03,WIN
P0341,US05-Q0051,Q0051,US05,US05E03,BTM
P0342,US05-Q0052,Q0052,US05,US05E03,SAFE
P0343,US05-Q0053,Q0053,US05,US05E03,SAFE
P0344,US05-Q0054,Q0054,US05,US05E03,SAFE
P0345,US05-Q0055,Q0055,US05,US05E03,LOW
P0346,US05-Q0057,Q0057,US05,US05E03,SAFE
P0347,US05-Q0056,Q0056,US05,US05E03,LOW
P0348,US05-Q0058,Q0058,US05,US05E03,BTM
P0349,US05-Q0047,Q0047,US05,US05E04,HIGH
P0350,US05-Q0048,Q0048,US05,US05E04,SAFE
P0351,US05-Q0049,Q0049,US05,US05E04,LOW
P0352,US05-Q0050,Q0050,US05,US05E04,SAFE
P0353,US05-Q0051,Q0051,US05,US05E04,SAFE
P0354,US05-Q0052,Q0052,US05,US05E04,WIN
P0355,US05-Q0053,Q0053,US05,US05E04,HIGH
P0356,US05-Q0054,Q0054,US05,US05E04,SAFE
P0357,US05-Q0055,Q0055,US05,US05E04,SAFE
P0358,US05-Q0057,Q0057,US05,US05E04,BTM
P0359,US05-Q0056,Q0056,US05,US05E04,BTM
P0360,US05-Q0047,Q0047,US05,US05E05,WIN
P0361,US05-Q0048,Q0048,US05,US05E05,HIGH
P0362,US05-Q0049,Q0049,US05,US05E05,HIGH
P0363,US05-Q0050,Q0050,US05,US05E05,BTM
P0364,US05-Q0051,Q0051,US05,US05E05,SAFE
P0365,US05-Q0052,Q0052,US05,US05E05,SAFE
P0366,US05-Q0053,Q0053,US05,US05E05,LOW
P0367,US05-Q0054,Q0054,US05,US05E05,SAFE
P0368,US05-Q0055,Q0055,US05,US05E05,BTM
P0369,US05-Q0047,Q0047,US05,US05E06,HIGH
P0370,US05-Q0048,Q0048,US05,US05E06,SAFE
P0371,US05-Q0049,Q0049,US05,US05E06,HIGH
P0372,US05-Q0050,Q0050,US05,US05E06,SAFE
P0373,US05-Q0051,Q0051,US05,US05E06,BTM
P0374,US05-Q0052,Q0052,US05,US05E06,LOW
P0375,US05-Q0053,Q0053,US05,US05E06,WIN
P0376,US05-Q0054,Q0054,US05,US05E06,BTM
P0377,US05-Q0047,Q0047,US05,US05E07,HIGH
P0378,US05-Q0048,Q0048,US05,US05E07,HIGH
P0379,US05-Q0049,Q0049,US05,US05E07,BTM
P0380,US05-Q0050,Q0050,US05,US05E07,SAFE
P0381,US05-Q0051,Q0051,US05,US05E07,WIN
P0382,US05-Q0052,Q0052,US05,US05E07,BTM
P0383,US05-Q0053,Q0053,US05,US05E07,LOW
P0384,US05-Q0047,Q0047,US05,US05E08,HIGH
P0385,US05-Q0048,Q0048,US05,US05E08,WIN
P0386,US05-Q0049,Q0049,US05,US05E08,LOW
P0387,US05-Q0050,Q0050,US05,US05E08,HIGH
P0388,US05-Q0051,Q0051,US05,US05E08,LOW
P0389,US05-Q0052,Q0052,US05,US05E08,BTM
P0390,US05-Q0053,Q0053,US05,US05E08,BTM
P0391,US05-Q0047,Q0047,US05,US05E09,WIN
P0392,US05-Q0048,Q0048,US05,US05E09,HIGH
P0393,US05-Q0049,Q0049,US05,US05E09,HIGH
P0394,US05-Q0050,Q0050,US05,US05E09,LOW
P0395,US05-Q0051,Q0051,US05,US05E09,BTM
P0396,US05-Q0052,Q0052,US05,US05E09,BTM
P0397,US05-Q0047,Q0047,US05,US05E10,HIGH
P0398,US05-Q0048,Q0048,US05,US05E10,LOW
P0399,US05-Q0049,Q0049,US05,US05E10,WIN
P0400,US05-Q0050,Q0050,US05,US05E10,BTM
P0401,US05-Q0051,Q0051,US05,US05E10,BTM
P0402,US05-Q0047,Q0047,US05,US05E11,BTM
P0403,US05-Q0048,Q0048,US05,US05E11,WIN
P0404,US05-Q0049,Q0049,US05,US05E11,HIGH
P0405,US05-Q0050,Q0050,US05,US05E11,BTM
P0406,US05-Q0047,Q0047,US05,US05E14,WINNER
P0407,US05-Q0048,Q0048,US05,US05E14,RUNNER-UP
P0408,US05-Q0049,Q0049,US05,US05E14,RUNNER-UP
P0409,US06-Q0062,Q0062,US06,US06E01,LOW
P0410,US06-Q0065,Q0065,US06,US06E01,WIN
P0411,US06-Q0068,Q0068,US06,US06E01,SAFE
P0412,US06-Q0070,Q0070,US06,US06E01,HIGH
P0413,US06-Q0071,Q0071,US06,US06E01,HIGH
P0414,US06-Q0072,Q0072,US06,US06E01,BTM
P0415,US06-Q0074,Q0074,US06,US06E01,BTM
P0416,US06-Q0061,Q0061,US06,US06E02,WIN
P0417,US06-Q0063,Q0063,US06,US06E02,SAFE
P0418,US06-Q0064,Q0064,US06,US06E02,BTM
P0419,US06-Q0066,Q0066,US06,US06E02,LOW
P0420,US06-Q0067,Q0067,US06,US06E02,HIGH
P0421,US06-Q0069,Q0069,US06,US06E02,HIGH
P0422,US06-Q0073,Q0073,US06,US06E02,BTM
P0423,US06-Q0061,Q0061,US06,US06E03,SAFE
P0424,US06-Q0062,Q0062,US06,US06E03,LOW
P0425,US06-Q0063,Q0063,US06,US06E03,SAFE
P0426,US06-Q0064,Q0064,US06,US06E03,WIN
P0427,US06-Q0065,Q0065,US06,US06E03,HIGH
P0428,US06-Q0066,Q0066,US06,US06E03,SAFE
P0429,US06-Q0067,Q0067,US06,US06E03,SAFE
P0430,US06-Q0068,Q0068,US06,US06E03,SAFE
P0431,US06-Q0069,Q0069,US06,US06E03,SAFE
P0432,US06-Q0070,Q0070,US06,US06E03,HIGH
P0433,US06-Q0071,Q0071,US06,US06E03,BTM
P0434,US06-Q0072,Q0072,US06,US06E03,BTM
P0435,US06-Q0061,Q0061,US06,US06E04,SAFE
P0436,US06-Q0062,Q0062,US06,US06E04,HIGH
P0437,US06-Q0063,Q0063,US06,US06E04,WIN
P0438,US06-Q0064,Q0064,US06,US06E04,LOW
P0439,US06-Q0065,Q0065,US06,US06E04,HIGH
P0440,US06-Q0066,Q0066,US06,US06E04,SAFE
P0441,US06-Q0067,Q0067,US06,US06E04,BTM
P0442,US06-Q0068,Q0068,US06,US06E04,SAFE
P0443,US06-Q0069,Q0069,US06,US06E04,SAFE
P0444,US06-Q0070,Q0070,US06,US06E04,SAFE
P0445,US06-Q0071,Q0071,US06,US06E04,BTM
P0446,US06-Q0061,Q0061,US06,US06E05,HIGH
P0447,US06-Q0062,Q0062,US06,US06E05,HIGH
P0448,US06-Q0063,Q0063,US06,US06E05,SAFE
P0449,US06-Q0064,Q0064,US06,US06E05,SAFE
P0450,US06-Q0065,Q0065,US06,US06E05,WIN
P0451,US06-Q0066,Q0066,US06,US06E05,SAFE
P0452,US06-Q0067,Q0067,US06,US06E05,SAFE
P0453,US06-Q0068,Q0068,US06,US06E05,BTM
P0454,US06-Q0069,Q0069,US06,US06E05,LOW
P0455,US06-Q0070,Q0070,US06,US06E05,BTM
P0456,US06-Q0061,Q0061,US06,US06E06,HIGH
P0457,US06-Q0062,Q0062,US06,US06E06,WIN
P0458,US06-Q0063,Q0063,US06,US06E06,SAFE
P0459,US06-Q0064,Q0064,US06,US06E06,LOW
P0460,US06-Q0065,Q0065,US06,US06E06,SAFE
P0461,US06-Q0066,Q0066,US06,US06E06,HIGH
P0462,US06-Q0067,Q0067,US06,US06E06,BTM
P0463,US06-Q0068,Q0068,US06,US06E06,SAFE
P0464,US06-Q0069,Q0069,US06,US06E06,BTM
P0465,US06-Q0061,Q0061,US06,US06E07,HIGH
P0466,US06-Q0062,Q0062,US06,US06E07,WIN
P0467,US06-Q0063,Q0063,US06,US06E07,LOW
P0468,US06-Q0064,Q0064,US06,US06E07,BTM
P0469,US06-Q0065,Q0065,US06,US06E07,BTM
P0470,US06-Q0066,Q0066,US06,US06E07,LOW
P0471,US06-Q0067,Q0067,US06,US06E07,HIGH
